State,County_x,2013 Rural-urban Continuum Code,2013 Urban Influence Code,"Less than a high school diploma, 2014-18","High school diploma only, 2014-18","Some college or associate's degree, 2014-18","Bachelor's degree or higher, 2014-18","Percent of adults with less than a high school diploma, 2014-18","Percent of adults with a high school diploma only, 2014-18","Percent of adults completing some college or associate's degree, 2014-18","Percent of adults with a bachelor's degree or higher, 2014-18",Economic_typology_2015,POP_ESTIMATE_2018,N_POP_CHG_2018,Births_2018,Youth_rate,Deaths_2018,NATURAL_INC_2018,INTERNATIONAL_MIG_2018,DOMESTIC_MIG_2018,NET_MIG_2018,RESIDUAL_2018,GQ_ESTIMATES_2018,R_birth_2018,R_death_2018,R_NATURAL_INC_2018,R_INTERNATIONAL_MIG_2018,R_DOMESTIC_MIG_2018,R_NET_MIG_2018,POVALL_2018,PCTPOVALL_2018,POV017_2018,PCTPOV017_2018,Metro_2013,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Unemployment_rate_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018,have_confirmed_18,GEOID,AWATER,COUNTYFIPS,TotalHospitalsInCounty,TotalBedsInCounty,AREA,ATH,CTF,CTH,LEVEL 1,LEVEL 1 PEDIATRIC,LEVEL 3,LEVEL I,LEVEL I PEDIATRIC,"LEVEL I, LEVEL I PEDIATRIC","LEVEL I, LEVEL II PEDIATRIC","LEVEL I, LEVEL PEDIATRIC",LEVEL II,LEVEL II PEDIATRIC,"LEVEL II, LEVEL II PEDIATRIC","LEVEL II, LEVEL III PEDIATRIC","LEVEL II, LEVEL PEDIATRIC",LEVEL III,LEVEL III PEDIATRIC,"LEVEL III, LEVEL III PEDIATRIC",LEVEL IV,LEVEL PEDIATRIC,LEVEL V,NOT AVAILABLE,NOT DESIGNATED,PARC,REGIONAL TRAUMA CENTER,RPTC,RTC,RTH,TRAUMA SYSTEM HOSPITAL,TRF,TRH,UNCLASSIFIED,CHILDREN,CHRONIC DISEASE,CRITICAL ACCESS,GENERAL ACUTE CARE,LONG TERM CARE,MILITARY,PSYCHIATRIC,REHABILITATION,SPECIAL,WOMEN,NoOfAirports
TX,Lipscomb,9,12,406,757,669,443,17.8,33.3,29.4,19.5,2,3355,-21,40,0.111177347,30,10,9,-40,-31,0,39,11.88530679,8.913980092,2.971326697,2.674194028,-11.88530679,-9.211112762,397,12,150,17.5,0,1657,1612,45,2.7,57332,94.5573,FALSE,48295,298741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
TX,Live Oak,8,7,1828,3028,2775,1156,20.8,34.5,31.6,13.2,2,12166,-19,130,0.085073155,113,17,19,-54,-35,-1,1120,10.67717958,9.280933021,1.396246561,1.560510862,-4.435136134,-2.874625272,2067,18.7,612,25.6,0,5233,5036,197,3.8,48814,80.5086,FALSE,48297,101483818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
TX,Llano,7,11,2321,4295,5695,4251,14,25.9,34.4,25.7,5,21646,441,175,0.061489421,334,-159,4,593,597,3,137,8.16783739,15.58890108,-7.421063686,0.186693426,27.67730041,27.86399384,2628,12.3,771,23.4,0,8543,8230,313,3.7,54019,89.0932,FALSE,48299,82373066,48299,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11
TX,Loving,9,12,17,15,43,0,22.7,20,57.3,0,4,152,16,4,0.111842105,0,4,0,10,10,2,0,27.77777778,0,27.77777778,0,69.44444444,69.44444444,5,3.3,5,9.6,0,102,98,4,3.9,78637,129.6955,FALSE,48301,19981167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Lubbock,2,2,25227,46606,54067,51557,14.2,26.3,30.5,29.1,0,307412,2537,4160,0.110145342,2601,1559,421,559,980,-2,11731,13.5883989,8.496015757,5.092383147,1.375172101,1.825941103,3.201113203,52037,17.6,14597,20.3,1,157225,152414,4811,3.1,50377,83.0865,TRUE,48303,13205758,48303,9,1563,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,1,1,1,0,9
TX,Lynn,2,2,909,1126,1077,693,23.9,29.6,28.3,18.2,1,5877,36,84,0.108388634,48,36,1,0,1,-1,42,14.33691756,8.192524322,6.144393241,0.17067759,0,0.17067759,1063,18.3,417,26.8,1,2772,2682,90,3.2,43436,71.6387,FALSE,48305,4169718,48305,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TX,McCulloch,7,9,1139,1741,1749,1086,19.9,30.5,30.6,19,0,7987,27,84,0.094528609,111,-27,5,49,54,0,99,10.53489685,13.92111369,-3.386216843,0.627077193,6.145356493,6.772433687,1449,18.5,486,28.2,0,3753,3628,125,3.3,42719,70.4562,FALSE,48307,20286189,48307,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
TX,McLennan,2,2,23575,41380,49587,35492,15.7,27.6,33.1,23.7,0,254607,3460,3455,0.112593134,2221,1234,376,1850,2226,0,8432,13.66276886,8.782926087,4.879842769,1.486888883,7.315809662,8.802698545,46457,18.9,14395,23.4,1,118786,114544,4242,3.6,48858,80.5812,TRUE,48309,59883890,48309,4,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,
TX,McMullen,9,12,45,200,111,108,9.7,43.1,23.9,23.3,2,749,-36,6,0.093457944,10,-4,8,-40,-32,0,0,7.822685789,13.03780965,-5.215123859,10.43024772,-52.15123859,-41.72099087,82,11.1,21,15.9,0,740,726,14,1.9,64633,106.5988,FALSE,48311,43985814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Madison,6,6,1939,3754,2675,1321,20,38.7,27.6,13.6,4,14422,167,160,0.089446679,118,42,21,104,125,0,2603,11.15876835,8.229591659,2.929176692,1.464588346,7.253199428,8.717787774,2122,17.9,707,23.4,0,4582,4381,201,4.4,45445,74.9522,FALSE,48313,16493254,48313,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,73
TX,Marion,8,7,1250,3083,2114,1126,16.5,40.7,27.9,14.9,0,9928,-145,80,0.077961322,149,-69,-1,-75,-76,0,154,7.99960002,14.89925504,-6.899655017,-0.099995,-7.499625019,-7.599620019,2135,21.9,605,34,0,4260,4065,195,4.6,38011,62.6913,FALSE,48315,102144713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71
TX,Martin,3,2,755,1023,842,670,22.9,31.1,25.6,20.4,1,5753,191,88,0.132800278,42,46,10,134,144,1,48,15.55457358,7.423773752,8.130799823,1.767565179,23.6853734,25.45293858,773,13.6,349,19.6,1,2807,2739,68,2.4,56484,93.1587,FALSE,48317,1931832,48317,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13
TX,Mason,9,10,352,974,1055,595,11.8,32.7,35.5,20,2,4280,77,37,0.072663551,49,-12,12,77,89,0,3,8.723329011,11.5525168,-2.829187787,2.829187787,18.15395497,20.98314276,541,12.7,208,23.4,0,1779,1724,55,3.1,49560,81.739,FALSE,48319,8755301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
TX,Matagorda,4,3,5250,7643,7223,4028,21.7,31.7,29.9,16.7,0,36552,-259,543,0.121060407,381,162,6,-426,-420,-1,367,14.80310238,10.3867072,4.416395186,0.163570192,-11.61348364,-11.44991344,6639,18.4,2562,27.8,0,16912,15876,1036,6.1,48830,80.535,TRUE,48321,1345801267,48321,2,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6
TX,Maverick,5,8,13145,7141,8239,4081,40.3,21.9,25.3,12.5,4,58485,258,1069,0.15357784,380,689,213,-645,-432,1,1045,18.3185962,6.511755432,11.80684077,3.650010282,-11.05284804,-7.402837754,14859,25.9,6351,35,0,23789,21863,1926,8.1,35594,58.705,FALSE,48323,31871315,48323,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
TX,Medina,1,1,5601,10189,10645,6527,17,30.9,32.3,19.8,0,50921,711,608,0.090866244,441,167,19,527,546,-2,2382,12.02400846,8.721361403,3.302647062,0.375750265,10.42212576,10.79787602,5988,12.3,2077,17.9,1,21595,20849,746,3.5,59304,97.8097,FALSE,48325,23762580,48325,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18
TX,Menard,9,12,315,603,493,305,18.4,35.1,28.7,17.8,1,2139,18,18,0.069191211,23,-5,2,20,22,1,41,8.450704225,10.79812207,-2.34741784,0.938967136,9.389671362,10.3286385,452,21.6,154,40.8,0,841,807,34,4,35881,59.1783,FALSE,48327,613559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
TX,Midland,3,2,16562,26517,31353,28049,16.2,25.9,30.6,27.4,2,172578,7192,2847,0.128985155,1106,1741,461,4964,5425,26,1603,16.8479483,6.545075807,10.3028725,2.728101218,29.37590986,32.10401108,17351,10.1,6567,13.5,1,102277,100130,2147,2.1,80189,132.2552,FALSE,48329,4520751,48329,4,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,6
TX,Milam,6,4,2942,6320,4999,2285,17.8,38.2,30.2,13.8,1,25131,146,294,0.100752059,281,13,13,122,135,-2,421,11.73277995,11.21398356,0.518796392,0.518796392,4.868704605,5.387500998,3839,15.6,1524,25.4,0,9904,9360,544,5.5,46720,77.055,FALSE,48331,12758772,48331,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6
TX,Mills,9,10,666,1038,1087,620,19.5,30.4,31.9,18.2,1,4921,-16,39,0.070310912,62,-23,3,4,7,0,146,7.912355447,12.57861635,-4.666260905,0.608642727,0.811523636,1.420166362,693,14.6,229,24.6,0,1879,1813,66,3.5,47068,77.629,FALSE,48333,4022957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
TX,Mitchell,7,9,1225,2152,1711,681,21.2,37.3,29.7,11.8,4,8145,-87,103,0.100184162,69,34,1,-121,-120,-1,1428,12.57861635,8.426451731,4.152164621,0.122122489,-14.77682115,-14.65469866,1432,21.4,462,26.7,0,2338,2235,103,4.4,48529,80.0386,FALSE,48335,12489775,48335,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
TX,Montague,6,4,1966,5083,4401,2096,14.5,37.5,32.5,15.5,2,19596,167,227,0.097264748,277,-50,2,215,217,0,180,11.63356823,14.19602819,-2.562459962,0.102498399,11.01857784,11.12107623,2668,13.8,918,20.9,0,9130,8837,293,3.2,50542,83.3586,FALSE,48337,19087361,48337,2,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3
TX,Montgomery,1,1,45597,80427,109691,125054,12.6,22.3,30.4,34.7,0,590925,18779,7408,0.096110335,4140,3268,1620,13842,15462,49,3202,12.73868921,7.119083874,5.619605338,2.785728472,23.80250217,26.58823064,54400,9.3,19867,12.9,1,275152,264818,10334,3.8,77598,127.9819,TRUE,48339,88754575,48339,16,1908,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,8,3,0,2,2,0,0,82
TX,Moore,7,8,4171,2916,3637,1792,33.3,23.3,29.1,14.3,3,21485,-393,403,0.16118222,135,268,138,-803,-665,4,151,18.58727487,6.226506469,12.3607684,6.364873279,-37.03618292,-30.67130964,2588,12.2,1140,16.8,0,11039,10742,297,2.7,53785,88.7073,FALSE,48341,25699789,48341,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6
TX,Morris,6,6,1009,3536,2786,1342,11.6,40.8,32.1,15.5,3,12339,-42,141,0.102277332,162,-21,1,-20,-19,-2,144,11.40776699,13.10679612,-1.699029126,0.080906149,-1.618122977,-1.537216828,2462,20.2,864,31.1,0,4749,4437,312,6.6,41418,68.3105,FALSE,48343,17382278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
TX,Motley,9,12,109,238,312,132,13.8,30.1,39.4,16.7,1,1234,5,12,0.059157212,16,-4,0,8,8,1,0,9.744214373,12.99228583,-3.248071458,0,6.496142915,6.496142915,219,17.8,73,30.3,0,467,450,17,3.6,41009,67.6359,FALSE,48345,644140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Nacogdoches,5,8,6274,10944,11080,9177,16.7,29.2,29.6,24.5,0,65711,112,788,0.109007624,585,203,95,-184,-89,-2,5035,12.00213236,8.910212474,3.091919884,1.446957581,-2.802528368,-1.355570787,13110,21.6,3837,25.5,0,28799,27675,1124,3.9,45357,74.807,FALSE,48347,89731150,48347,3,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1
TX,Navarro,4,3,6879,9315,10371,5114,21.7,29.4,32.7,16.1,0,49565,786,713,0.116473318,565,148,12,628,640,-2,738,14.50012202,11.49027902,3.009843,0.244041324,12.77149597,13.0155373,9739,20,3575,27.7,0,23633,22760,873,3.7,46259,76.2947,FALSE,48349,197626092,48349,1,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11
TX,Newton,2,2,1582,4050,3215,861,16.3,41.7,33.1,8.9,0,13746,-184,123,0.082496726,182,-59,0,-126,-126,1,725,8.888567712,13.15218962,-4.263621911,0,-9.105362047,-9.105362047,2898,22.3,802,29.2,1,5283,4932,351,6.6,43367,71.5249,FALSE,48351,15672146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
TX,Nolan,6,5,1821,3178,3127,1487,18.9,33.1,32.5,15.5,0,14751,-86,195,0.11341604,178,17,5,-109,-104,1,413,13.18101933,12.03190483,1.149114506,0.337974855,-7.367851832,-7.029876977,2615,18.2,1012,26.5,0,6718,6496,222,3.3,42522,70.1313,FALSE,48353,5052159,48353,1,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
TX,Nueces,2,2,41214,67576,74846,50403,17.6,28.9,32,21.5,0,362265,1251,4554,0.109695941,3024,1530,590,-863,-273,-6,6634,12.59265097,8.36191843,4.230732539,1.631458953,-2.386354367,-0.754895414,57694,16.2,19814,22.6,1,168149,160300,7849,4.7,53034,87.4687,FALSE,48355,847257833,48355,13,2035,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1,0,1,1,1,0,12
TX,Ochiltree,7,11,1527,1940,1771,936,24.7,31.4,28.7,15.2,2,9947,-113,163,0.148587514,71,92,11,-217,-206,1,28,16.294297,7.097515869,9.196781127,1.099615135,-21.69240766,-20.59279252,1040,10.5,489,15.7,0,4487,4360,127,2.8,49845,82.2091,FALSE,48357,1331778,48357,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TX,Oldham,2,2,165,384,342,259,14.3,33.4,29.7,22.5,1,2131,18,27,0.087282966,11,16,0,2,2,0,278,12.72384543,5.183788878,7.54005655,0,0.942507069,0.942507069,245,13,75,25.4,1,908,884,24,2.6,56590,93.3336,FALSE,48359,2339716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
TX,Orange,2,2,6566,21728,19213,8556,11.7,38.8,34.3,15.3,3,83572,-1364,1116,0.110706935,1005,111,-2,-1479,-1481,6,675,13.24566193,11.92821706,1.317444869,-0.023737745,-17.55406272,-17.57780046,11101,13.4,4106,20.1,1,37295,35158,2137,5.7,56556,93.2775,FALSE,48361,118488361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38
TX,Palo Pinto,6,3,3099,6953,6066,3187,16.1,36,31.4,16.5,2,28875,300,349,0.102441558,353,-4,17,286,303,1,268,12.14969539,12.28894691,-0.139251523,0.591818973,9.956483899,10.54830287,4529,15.9,1648,25,0,13504,13050,454,3.4,46067,75.978,FALSE,48363,85364144,48363,1,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
TX,Panola,6,6,2580,5285,5476,2444,16.3,33.5,34.7,15.5,2,23148,-71,260,0.101952652,264,-4,18,-84,-66,-1,374,11.21487265,11.38740915,-0.172536502,0.77641426,-3.623266547,-2.846852287,3578,15.7,1386,25.9,0,10684,10233,451,4.2,51192,84.4307,FALSE,48365,25810622,48365,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
TX,Parker,1,1,9535,25111,29136,23302,10.9,28.8,33.5,26.8,0,138371,4667,1582,0.084576971,1138,444,102,4111,4213,10,1240,11.62914638,8.365340439,3.263805936,0.749793256,30.21960856,30.96940182,11289,8.3,3910,11.5,1,64740,62727,2013,3.1,73718,121.5827,FALSE,48367,17127586,48367,2,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,21
TX,Parmer,7,9,1768,1893,1318,1069,29.2,31.3,21.8,17.7,1,9864,68,159,0.130170316,56,103,49,-84,-35,0,67,16.17497457,5.696846389,10.47812818,4.98474059,-8.545269583,-3.560528993,1325,13.5,538,19.2,0,4905,4791,114,2.3,50539,83.3537,FALSE,48369,11355762,48369,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
TX,Pecos,7,11,3225,3858,2465,1032,30.5,36.5,23.3,9.8,2,15673,55,183,0.111210362,102,81,-1,-25,-26,0,2077,11.69665399,6.519446486,5.177207504,-0.063916142,-1.597903551,-1.661819693,2650,19.5,920,24.3,0,6486,6253,233,3.6,47008,77.53,FALSE,48371,2532275,48371,2,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6
TX,Polk,6,4,6800,12601,10134,4799,19.8,36.7,29.5,14,0,50031,1015,507,0.083668126,644,-137,127,1012,1139,13,4327,10.23756399,13.00392743,-2.766363444,2.564439105,20.4347431,22.99918221,6834,15,2458,24.7,0,17894,16994,900,5,46017,75.8956,FALSE,48373,136271618,48373,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65
TX,Potter,2,2,17224,24126,23670,11290,22.6,31.6,31,14.8,0,119648,-870,1791,0.13658398,1125,666,666,-2209,-1543,7,6885,14.91468401,9.368520107,5.546163903,5.546163903,-18.3956097,-12.8494458,22262,19.7,8973,27.7,1,55816,54188,1628,2.9,41912,69.1252,FALSE,48375,35190087,48375,9,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,2,0,6
TX,Presidio,7,11,2191,881,607,923,47.6,19.1,13.2,20.1,4,6948,-207,105,0.140184226,53,52,51,-310,-259,0,0,14.89044884,7.51613132,7.374317521,7.232503723,-43.96227753,-36.72977381,1557,22.4,645,35.2,0,3050,2837,213,7,37738,62.2411,FALSE,48377,1773188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
TX,Rains,8,4,1289,3545,2646,993,15.2,41.8,31.2,11.7,0,12159,408,110,0.067768731,134,-24,11,420,431,1,59,9.201171058,11.20869929,-2.007528231,0.920117106,35.13174404,36.05186115,1752,14.5,567,23.7,0,5903,5698,205,3.5,47572,78.4602,FALSE,48379,76080003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
TX,Randall,2,2,7072,19061,32985,27833,8.1,21.9,37.9,32,0,136271,1838,1587,0.099580982,1060,527,182,1133,1315,-4,2519,11.72498375,7.831432118,3.893551628,1.344642118,8.370766594,9.715408712,11343,8.5,3651,11.4,1,71375,69502,1873,2.6,69600,114.7909,FALSE,48381,27235708,48381,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7
TX,Reagan,6,6,462,878,701,242,20.2,38.5,30.7,10.6,2,3741,41,66,0.133654103,13,53,38,-50,-12,0,33,17.73955114,3.494154012,14.24539712,10.21368096,-13.43905389,-3.225372934,371,10,146,13.5,0,1896,1849,47,2.5,65273,107.6544,FALSE,48383,1792716,48383,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TX,Real,9,10,374,687,876,503,15.3,28.2,35.9,20.6,5,3478,51,35,0.082231167,51,-16,1,66,67,0,71,10.13758146,14.77190442,-4.634322954,0.289645185,19.11658219,19.40622737,616,18.1,204,35.6,0,1060,1007,53,5,39506,65.157,FALSE,48385,2346260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
TX,Red River,6,6,1369,3539,2789,1107,15.5,40.2,31.7,12.6,1,12175,-28,120,0.087063655,176,-56,-2,31,29,-1,176,9.844942161,14.4392485,-4.594306342,-0.164082369,2.543276725,2.379194356,2185,18.2,687,28.6,0,5094,4817,277,5.4,42233,69.6546,FALSE,48387,33305606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
TX,Reeves,7,8,3640,2779,2568,1086,36.1,27.6,25.5,10.8,2,15695,400,193,0.09824785,96,97,93,209,302,1,3133,12.45563085,6.195546951,6.260083898,6.001936108,13.48822201,19.49015812,2693,21.5,769,21.9,0,9126,8933,193,2.1,45341,74.7806,FALSE,48389,17396672,48389,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
TX,Refugio,6,6,947,1799,1576,578,19.3,36.7,32.2,11.8,2,7032,-167,78,0.102389078,56,22,10,-200,-190,1,128,10.9619844,7.870142646,3.091841754,1.405382615,-28.10765231,-26.70226969,1125,16.3,402,25.5,0,3160,3012,148,4.7,44821,73.923,FALSE,48391,123687613,48391,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
TX,Roberts,9,10,51,157,210,149,9,27.7,37,26.3,0,903,-34,8,0.087486157,6,2,0,-36,-36,0,0,8.695652174,6.52173913,2.173913044,0,-39.13043478,-39.13043478,70,7.8,22,10.2,0,436,423,13,3,67470,111.2779,FALSE,48393,346846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
TX,Robertson,3,2,1843,4179,3540,1839,16.2,36.7,31,16.1,2,17284,99,213,0.100381856,183,30,27,43,70,-1,198,12.35893121,10.61823668,1.740694537,1.566625083,2.494995503,4.061620587,2699,15.8,1052,25.6,1,7655,7338,317,4.1,44917,74.0813,FALSE,48395,26358041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
TX,Rockwall,1,1,4761,11864,19554,24403,7.9,19.6,32.3,40.3,0,100657,3780,1058,0.082160207,614,444,143,3185,3328,8,694,10.71207995,6.216651311,4.495428635,1.447852015,32.24761307,33.69546508,5125,5.1,1854,6.9,1,50192,48576,1616,3.2,102858,169.6431,FALSE,48397,56068892,48397,3,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5
TX,Runnels,6,6,1497,2435,1762,1274,21.5,34.9,25.3,18.3,1,10234,-99,106,0.087160446,124,-18,21,-103,-82,1,183,10.30777459,12.05815141,-1.750376817,2.042106287,-10.01604512,-7.973938834,1692,16.9,551,23.9,0,4628,4483,145,3.1,42205,69.6085,FALSE,48399,15604788,48399,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3
TX,Rusk,3,2,7260,11522,12482,5310,19.9,31.5,34.1,14.5,2,54450,130,587,0.095463728,569,18,26,89,115,-3,6206,10.7934173,10.46244369,0.330973614,0.478072998,1.636480647,2.114553645,7900,16.4,2487,20.8,1,22296,21383,913,4.1,49788,82.1151,TRUE,48401,37217198,48401,1,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
TX,Sabine,8,7,1097,3117,2504,1276,13.7,39,31.3,16,3,10589,148,102,0.074133535,148,-46,-4,197,193,1,129,9.70042796,14.07513077,-4.374702806,-0.38040894,18.73514028,18.35473134,1845,17.6,562,28.5,0,3568,3287,281,7.9,40641,67.029,FALSE,48403,219955687,48403,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
