,Facies,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS
3224,5,C LM,CHURCHMAN BIBLE,3119.0,55.343999999999994,1.003,2.225,7.541,3.645,2,0.71
3225,5,C LM,CHURCHMAN BIBLE,3119.5,53.313,0.972,1.64,7.295,3.6289999999999996,2,0.7020000000000001
3226,5,C LM,CHURCHMAN BIBLE,3120.0,49.593999999999994,0.9540000000000001,1.494,7.149,3.727,2,0.6940000000000001
3227,5,C LM,CHURCHMAN BIBLE,3120.5,46.718999999999994,0.9470000000000001,1.828,7.254,3.617,2,0.685
3228,5,C LM,CHURCHMAN BIBLE,3121.0,44.563,0.953,2.241,8.013,3.344,2,0.677
3229,5,C LM,CHURCHMAN BIBLE,3121.5,49.718999999999994,0.9640000000000001,2.925,8.013,3.19,2,0.669
3230,5,C LM,CHURCHMAN BIBLE,3122.0,51.468999999999994,0.965,3.083,7.707999999999999,3.1519999999999997,2,0.6609999999999999
3231,5,C LM,CHURCHMAN BIBLE,3122.5,50.031000000000006,0.97,2.609,6.667999999999999,3.295,2,0.653
0,3,A1 SH,STUART,2808.0,66.27600000000001,0.63,3.3,10.65,3.591,1,1.0
1,3,A1 SH,STUART,2808.5,77.252,0.585,6.5,11.95,3.341,1,0.978
2,3,A1 SH,STUART,2809.0,82.899,0.5660000000000001,9.4,13.6,3.0639999999999996,1,0.956
3,3,A1 SH,STUART,2809.5,80.671,0.593,9.5,13.25,2.977,1,0.9329999999999999
4,3,A1 SH,STUART,2810.0,75.971,0.638,8.7,12.35,3.02,1,0.9109999999999999
5,3,A1 SH,STUART,2810.5,73.955,0.667,6.9,12.25,3.0860000000000003,1,0.889
6,3,A1 SH,STUART,2811.0,77.962,0.674,6.5,12.45,3.092,1,0.867
7,2,A1 SH,STUART,2811.5,83.89399999999999,0.667,6.3,12.65,3.123,1,0.8440000000000001
8,2,A1 SH,STUART,2812.0,84.42399999999999,0.653,6.7,13.05,3.1210000000000004,1,0.8220000000000001
9,2,A1 SH,STUART,2812.5,83.16,0.642,7.3,12.95,3.127,1,0.8
10,2,A1 SH,STUART,2813.0,79.063,0.6509999999999999,7.3,12.05,3.147,1,0.778
11,2,A1 SH,STUART,2813.5,69.002,0.677,6.2,10.8,3.096,1,0.7559999999999999
12,2,A1 SH,STUART,2814.0,63.983000000000004,0.69,4.4,9.7,3.103,1,0.733
13,1,A1 SH,STUART,2814.5,61.797,0.675,3.5,9.15,3.1010000000000004,1,0.711
14,1,A1 SH,STUART,2815.0,61.372,0.6459999999999999,2.8,9.3,3.065,1,0.6890000000000001
15,1,A1 SH,STUART,2815.5,63.535,0.621,2.8,9.8,2.9819999999999998,1,0.667
16,1,A1 SH,STUART,2816.0,65.126,0.6,3.3,10.55,2.9139999999999997,1,0.644
17,2,A1 SH,STUART,2816.5,75.93,0.5760000000000001,3.4,11.9,2.845,1,0.6
18,2,A1 SH,STUART,2817.0,85.07700000000001,0.584,4.4,12.9,2.8539999999999996,1,0.578
19,2,A1 SH,STUART,2817.5,89.459,0.598,6.6,13.5,2.986,1,0.556
20,3,A1 SH,STUART,2818.0,88.619,0.61,7.2,14.8,2.988,1,0.5329999999999999
21,2,A1 SH,STUART,2818.5,81.593,0.636,6.4,13.9,2.998,1,0.511
22,2,A1 SH,STUART,2819.0,66.595,0.7020000000000001,2.8,11.4,2.988,1,0.489
23,2,A1 SH,STUART,2819.5,55.081,0.789,2.7,8.15,3.028,1,0.467
24,2,A1 SH,STUART,2820.0,48.111999999999995,0.84,1.0,7.5,3.073,1,0.444
25,2,A1 SH,STUART,2820.5,43.73,0.846,0.4,7.1,3.1460000000000004,1,0.42200000000000004
26,2,A1 SH,STUART,2821.0,44.097,0.84,0.7,6.65,3.205,1,0.4
27,2,A1 SH,STUART,2821.5,46.839,0.8420000000000001,0.8,6.6,3.2539999999999996,1,0.37799999999999995
28,2,A1 SH,STUART,2822.0,50.348,0.843,1.1,6.75,3.23,1,0.35600000000000004
29,2,A1 SH,STUART,2822.5,57.129,0.8220000000000001,2.2,7.3,3.237,1,0.33299999999999996
30,2,A1 SH,STUART,2823.0,64.465,0.777,4.4,8.4,3.259,1,0.311
31,2,A1 SH,STUART,2823.5,70.267,0.7290000000000001,7.1,9.85,3.2889999999999997,1,0.289
32,2,A1 SH,STUART,2824.0,76.566,0.664,10.7,11.55,3.3810000000000002,1,0.244
33,2,A1 SH,STUART,2824.5,76.778,0.643,10.7,12.25,3.452,1,0.222
34,2,A1 SH,STUART,2825.0,73.971,0.632,9.7,12.55,3.3960000000000004,1,0.2
35,2,A1 SH,STUART,2825.5,74.314,0.622,8.8,13.1,3.1439999999999997,1,0.17800000000000002
36,3,A1 SH,STUART,2826.0,77.031,0.583,4.8,16.2,3.034,1,0.156
37,3,A1 SH,STUART,2826.5,74.469,0.517,4.8,19.2,2.931,1,0.133
38,3,A1 SH,STUART,2827.0,73.327,0.489,6.3,20.35,2.88,1,0.111
39,3,A1 SH,STUART,2827.5,74.575,0.526,4.9,19.25,2.795,1,0.08900000000000001
40,3,A1 SH,STUART,2828.0,70.536,0.5579999999999999,6.5,17.05,3.009,1,0.067
41,2,A1 SH,STUART,2828.5,62.93899999999999,0.528,7.6,18.8,3.073,1,0.044000000000000004
42,2,A1 SH,STUART,2829.0,57.137,0.511,10.9,19.15,3.313,1,0.022000000000000002
43,8,A1 LM,STUART,2829.5,47.345,0.584,7.0,16.3,3.5269999999999997,2,1.0
44,8,A1 LM,STUART,2830.0,35.733000000000004,0.73,6.4,10.2,3.928,2,0.987
45,8,A1 LM,STUART,2830.5,29.326999999999998,0.873,2.7,7.85,4.33,2,0.9740000000000001
46,8,A1 LM,STUART,2831.0,28.241999999999997,0.963,1.4,6.3,4.413,2,0.961
47,8,A1 LM,STUART,2831.5,34.558,1.018,1.8,5.6,4.511,2,0.9470000000000001
48,6,A1 LM,STUART,2832.0,43.754,1.054,1.8,5.2,4.412,2,0.934
49,6,A1 LM,STUART,2832.5,53.611999999999995,1.067,1.5,5.05,4.226,2,0.9209999999999999
50,6,A1 LM,STUART,2833.0,60.718999999999994,1.0390000000000001,1.9,4.85,3.931,2,0.9079999999999999
51,6,A1 LM,STUART,2833.5,66.538,0.94,2.7,5.45,3.7030000000000003,2,0.895
52,4,A1 LM,STUART,2834.0,75.52199999999999,0.8009999999999999,4.0,7.3,3.5010000000000003,2,0.882
53,4,A1 LM,STUART,2834.5,95.979,0.6920000000000001,6.5,9.55,3.346,2,0.868
54,3,A1 LM,STUART,2835.0,130.26,0.644,8.3,11.15,3.242,2,0.855
55,3,A1 LM,STUART,2835.5,160.167,0.643,9.3,12.15,3.2939999999999996,2,0.8420000000000001
56,3,A1 LM,STUART,2836.0,176.528,0.6729999999999999,9.1,12.05,3.298,2,0.8290000000000001
57,4,A1 LM,STUART,2836.5,175.622,0.72,8.9,12.15,3.3489999999999998,2,0.816
58,4,A1 LM,STUART,2837.0,153.965,0.7559999999999999,7.6,11.9,3.31,2,0.8029999999999999
59,3,A1 LM,STUART,2837.5,120.07600000000001,0.7659999999999999,7.2,12.2,3.365,2,0.789
60,4,A1 LM,STUART,2838.0,91.434,0.787,7.1,12.15,3.392,2,0.7759999999999999
61,4,A1 LM,STUART,2838.5,69.312,0.8740000000000001,4.6,10.4,3.293,2,0.763
62,6,A1 LM,STUART,2839.0,54.828,1.0290000000000001,0.8,8.2,3.395,2,0.75
63,6,A1 LM,STUART,2839.5,50.854,1.149,0.3,6.85,3.5,2,0.737
64,6,A1 LM,STUART,2840.0,54.632,1.09,1.0,7.4,3.576,2,0.7240000000000001
65,5,A1 LM,STUART,2840.5,56.835,0.924,4.1,8.45,3.555,2,0.711
66,6,A1 LM,STUART,2841.0,60.393,0.7879999999999999,7.1,10.05,3.591,2,0.6970000000000001
67,4,A1 LM,STUART,2841.5,58.94,0.733,8.1,11.15,3.576,2,0.684
68,6,A1 LM,STUART,2842.0,49.718999999999994,0.754,6.1,10.75,3.6689999999999996,2,0.6709999999999999
69,5,A1 LM,STUART,2842.5,41.403999999999996,0.8190000000000001,3.5,9.55,3.872,2,0.6579999999999999
70,8,A1 LM,STUART,2843.0,36.084,0.882,1.6,8.2,4.125,2,0.645
71,8,A1 LM,STUART,2843.5,29.344,0.897,0.1,7.25,4.23,2,0.632
72,8,A1 LM,STUART,2844.0,24.072,0.841,-0.6,6.8,4.302,2,0.618
73,8,A1 LM,STUART,2844.5,22.62,0.733,-2.5,7.65,4.348,2,0.605
74,6,A1 LM,STUART,2845.0,22.408,0.597,-3.8,9.5,4.29,2,0.5920000000000001
75,6,A1 LM,STUART,2845.5,21.184,0.469,-2.7,11.05,4.255,2,0.579
76,8,A1 LM,STUART,2846.0,21.796,0.375,-2.3,13.35,4.213,2,0.5660000000000001
77,8,A1 LM,STUART,2846.5,23.925,0.314,-1.8,15.1,4.363,2,0.5529999999999999
78,9,A1 LM,STUART,2847.0,24.464000000000002,0.278,-1.3,16.15,4.495,2,0.539
79,9,A1 LM,STUART,2847.5,26.039,0.257,-1.9,16.55,4.602,2,0.526
80,9,A1 LM,STUART,2848.0,27.491,0.247,-2.5,16.45,4.544,2,0.513
81,9,A1 LM,STUART,2848.5,28.193,0.249,-2.4,16.3,4.587,2,0.5
82,9,A1 LM,STUART,2849.0,28.634,0.265,-1.9,16.15,4.678,2,0.48700000000000004
83,9,A1 LM,STUART,2849.5,29.809,0.299,-1.0,15.2,4.8660000000000005,2,0.474
84,9,A1 LM,STUART,2850.0,31.171999999999997,0.349,-1.5,14.15,4.783,2,0.461
85,8,A1 LM,STUART,2850.5,33.448,0.418,-1.1,12.65,4.688,2,0.447
86,8,A1 LM,STUART,2851.0,33.514,0.503,-1.2,11.3,4.628,2,0.434
87,5,A1 LM,STUART,2851.5,35.146,0.593,-0.5,10.05,4.387,2,0.42100000000000004
88,5,A1 LM,STUART,2852.0,35.953,0.6709999999999999,-0.7,9.45,4.291,2,0.408
89,5,A1 LM,STUART,2852.5,35.178000000000004,0.7290000000000001,-0.6,9.0,4.178,2,0.395
90,6,A1 LM,STUART,2853.0,36.109,0.773,0.1,8.35,4.203,2,0.382
91,6,A1 LM,STUART,2853.5,38.769,0.82,1.3,7.55,4.262,2,0.368
92,6,A1 LM,STUART,2854.0,39.510999999999996,0.873,1.3,7.05,4.387,2,0.355
93,6,A1 LM,STUART,2854.5,40.523,0.927,2.6,6.5,4.006,2,0.342
94,6,A1 LM,STUART,2855.0,42.693999999999996,0.9640000000000001,2.8,6.8,3.718,2,0.32899999999999996
95,6,A1 LM,STUART,2855.5,45.297,0.9590000000000001,3.0,7.3,3.594,2,0.316
96,6,A1 LM,STUART,2856.0,48.145,0.915,3.8,8.2,3.46,2,0.303
97,6,A1 LM,STUART,2856.5,51.041000000000004,0.862,5.9,8.75,3.333,2,0.289
98,6,A1 LM,STUART,2857.0,56.125,0.825,7.4,9.3,3.3360000000000003,2,0.276
99,6,A1 LM,STUART,2857.5,62.205,0.807,6.4,9.9,3.362,2,0.263
100,4,A1 LM,STUART,2858.0,64.865,0.794,4.7,10.25,3.2439999999999998,2,0.25
101,4,A1 LM,STUART,2858.5,68.186,0.7709999999999999,4.1,10.25,3.174,2,0.237
102,4,A1 LM,STUART,2859.0,72.421,0.743,4.1,10.55,3.174,2,0.22399999999999998
103,4,A1 LM,STUART,2859.5,74.322,0.73,4.5,10.65,3.187,2,0.21100000000000002
104,4,A1 LM,STUART,2860.0,72.543,0.748,4.1,10.35,3.359,2,0.19699999999999998
105,4,A1 LM,STUART,2860.5,65.672,0.8140000000000001,3.5,9.05,3.6180000000000003,2,0.184
106,8,A1 LM,STUART,2861.0,57.153,0.951,1.7,6.75,3.9019999999999997,2,0.171
107,6,A1 LM,STUART,2861.5,46.056000000000004,1.148,0.1,4.55,4.221,2,0.158
108,6,A1 LM,STUART,2862.0,37.961,1.324,0.0,3.3,4.561,2,0.145
109,8,A1 LM,STUART,2862.5,33.579,1.402,-0.2,2.8,4.7989999999999995,2,0.132
110,8,A1 LM,STUART,2863.0,31.212,1.439,-0.4,2.7,4.874,2,0.11800000000000001
111,8,A1 LM,STUART,2863.5,30.176,1.486,-0.5,2.55,4.787,2,0.105
112,8,A1 LM,STUART,2864.0,29.858,1.507,-0.7,2.75,4.622,2,0.092
113,6,A1 LM,STUART,2864.5,29.923000000000002,1.433,-0.6,3.3,4.375,2,0.079
114,6,A1 LM,STUART,2865.0,34.428000000000004,1.2790000000000001,0.0,4.0,4.115,2,0.066
115,6,A1 LM,STUART,2865.5,39.935,1.1340000000000001,0.8,4.6,3.9789999999999996,2,0.053
116,6,A1 LM,STUART,2866.0,39.935,1.1340000000000001,0.8,4.6,3.9789999999999996,2,0.053
117,6,A1 LM,STUART,2866.5,46.823,1.05,1.3,5.15,3.727,2,0.039
118,8,A1 LM,STUART,2867.0,57.968999999999994,1.01,2.0,5.2,3.537,2,0.026000000000000002
119,8,A1 LM,STUART,2867.5,71.24600000000001,0.9540000000000001,2.3,5.65,3.4819999999999998,2,0.013000000000000001
120,2,B1 SH,STUART,2868.0,82.54799999999999,0.843,3.2,7.2,3.532,1,1.0
121,2,B1 SH,STUART,2868.5,92.119,0.718,4.9,8.95,3.484,1,0.968
122,3,B1 SH,STUART,2869.0,93.564,0.635,7.0,11.1,3.4019999999999997,1,0.935
123,2,B1 SH,STUART,2869.5,86.26,0.615,9.0,11.9,3.486,1,0.903
124,2,B1 SH,STUART,2870.0,77.097,0.637,9.5,11.25,3.56,1,0.871
125,2,B1 SH,STUART,2870.5,67.68,0.6509999999999999,9.2,10.7,3.4730000000000003,1,0.8390000000000001
126,2,B1 SH,STUART,2871.0,64.04899999999999,0.639,8.5,10.65,3.4010000000000002,1,0.8059999999999999
127,2,B1 SH,STUART,2871.5,67.566,0.621,7.5,11.45,3.307,1,0.774
128,2,B1 SH,STUART,2872.0,69.72800000000001,0.604,7.1,12.45,3.28,1,0.742
129,2,B1 SH,STUART,2872.5,67.96600000000001,0.5820000000000001,8.3,13.45,3.253,1,0.71
130,2,B1 SH,STUART,2873.0,65.803,0.565,9.6,13.5,3.284,1,0.677
131,2,B1 SH,STUART,2873.5,62.351000000000006,0.575,10.1,11.85,3.405,1,0.645
132,2,B1 SH,STUART,2874.0,59.512,0.621,10.1,9.65,3.5039999999999996,1,0.613
133,2,B1 SH,STUART,2874.5,61.176,0.691,9.9,8.15,3.5869999999999997,1,0.581
134,2,B1 SH,STUART,2875.0,65.75399999999999,0.7509999999999999,9.6,7.7,3.605,1,0.5479999999999999
135,2,B1 SH,STUART,2875.5,66.66,0.768,9.0,8.2,3.505,1,0.516
136,2,B1 SH,STUART,2876.0,64.604,0.742,8.0,8.9,3.411,1,0.484
137,2,B1 SH,STUART,2876.5,61.699,0.696,7.0,9.2,3.319,1,0.452
138,2,B1 SH,STUART,2877.0,58.353,0.657,5.6,9.3,3.265,1,0.419
139,2,B1 SH,STUART,2877.5,55.928999999999995,0.64,4.2,9.2,3.167,1,0.387
140,2,B1 SH,STUART,2878.0,57.413999999999994,0.64,4.0,9.1,3.181,1,0.355
141,2,B1 SH,STUART,2878.5,60.393,0.64,3.8,9.3,3.133,1,0.32299999999999995
142,2,B1 SH,STUART,2879.0,65.90100000000001,0.636,4.2,9.9,3.1630000000000003,1,0.29
143,2,B1 SH,STUART,2879.5,71.385,0.635,5.8,10.8,3.1310000000000002,1,0.258
144,1,B1 SH,STUART,2880.0,75.816,0.625,4.9,13.55,2.997,1,0.226
145,3,B1 SH,STUART,2880.5,75.334,0.5870000000000001,5.6,15.9,2.938,1,0.19399999999999998
146,3,B1 SH,STUART,2881.0,72.69,0.5579999999999999,4.8,18.5,2.969,1,0.129
147,2,B1 SH,STUART,2881.5,68.635,0.5579999999999999,6.9,19.45,3.1039999999999996,1,0.09699999999999999
148,5,B1 SH,STUART,2882.0,60.695,0.52,7.5,21.25,3.147,1,0.065
149,8,B1 SH,STUART,2882.5,51.645,0.501,5.6,18.1,3.3539999999999996,1,0.032
150,8,B1 LM,STUART,2883.0,41.918,0.5479999999999999,7.0,10.9,3.764,2,1.0
151,5,B1 LM,STUART,2883.5,32.991,0.633,7.7,6.35,4.109,2,0.968
152,8,B1 LM,STUART,2884.0,28.258000000000003,0.705,5.0,6.1,4.154,2,0.935
153,8,B1 LM,STUART,2884.5,26.635,0.769,4.1,5.35,4.321000000000001,2,0.903
154,8,B1 LM,STUART,2885.0,25.541,0.847,3.6,4.8,4.476,2,0.871
155,6,B1 LM,STUART,2885.5,23.795,0.948,2.3,4.45,4.565,2,0.8390000000000001
156,6,B1 LM,STUART,2886.0,20.719,1.061,2.2,3.5,4.615,2,0.8059999999999999
157,6,B1 LM,STUART,2886.5,18.499000000000002,1.139,2.4,3.2,4.696000000000001,2,0.774
158,8,B1 LM,STUART,2887.0,19.445999999999998,1.1179999999999999,1.5,4.65,4.668,2,0.742
159,8,B1 LM,STUART,2887.5,21.388,1.0190000000000001,1.0,7.1,4.579,2,0.71
160,8,B1 LM,STUART,2888.0,24.178,0.9079999999999999,1.2,9.2,4.292,2,0.677
161,8,B1 LM,STUART,2888.5,27.638,0.812,0.0,11.1,4.046,2,0.645
162,5,B1 LM,STUART,2889.0,31.669,0.7240000000000001,0.9,11.45,3.822,2,0.613
163,7,B1 LM,STUART,2889.5,39.389,0.627,3.4,11.2,3.6289999999999996,2,0.581
164,7,B1 LM,STUART,2890.0,49.385,0.535,6.4,11.5,3.517,2,0.5479999999999999
165,7,B1 LM,STUART,2890.5,58.516000000000005,0.488,9.0,11.4,3.4739999999999998,2,0.516
166,7,B1 LM,STUART,2891.0,66.619,0.511,9.2,10.8,3.613,2,0.484
167,4,B1 LM,STUART,2891.5,67.296,0.602,6.4,9.5,3.862,2,0.452
168,6,B1 LM,STUART,2892.0,57.798,0.745,3.7,8.25,4.052,2,0.419
169,6,B1 LM,STUART,2892.5,48.169,0.912,1.1,7.45,4.2410000000000005,2,0.387
170,6,B1 LM,STUART,2893.0,41.437,1.045,0.4,6.3,4.476,2,0.355
171,6,B1 LM,STUART,2893.5,39.348,1.117,0.1,5.35,4.712,2,0.32299999999999995
172,6,B1 LM,STUART,2894.0,49.312,1.1440000000000001,1.0,4.5,4.56,2,0.29
173,8,B1 LM,STUART,2894.5,61.983999999999995,1.143,0.7,4.85,4.605,2,0.258
174,6,B1 LM,STUART,2895.0,73.506,1.122,0.9,5.75,4.574,2,0.226
175,6,B1 LM,STUART,2895.5,74.208,1.095,0.3,6.85,4.478,2,0.19399999999999998
176,8,B1 LM,STUART,2896.0,67.819,1.072,-0.7,7.55,4.444,2,0.161
177,8,B1 LM,STUART,2896.5,61.625,1.057,-1.2,7.4,4.439,2,0.129
178,8,B1 LM,STUART,2897.0,61.625,1.057,-1.2,7.4,4.439,2,0.129
179,8,B1 LM,STUART,2897.5,55.481,1.041,-0.9,6.55,4.335,2,0.09699999999999999
180,8,B1 LM,STUART,2898.0,57.251000000000005,0.98,-0.1,5.75,3.907,2,0.065
181,2,B1 LM,STUART,2898.5,67.28,0.84,-0.6,7.1,3.58,2,0.032
182,2,B2 SH,STUART,2899.0,76.02,0.6859999999999999,0.7,9.45,3.23,1,1.0
183,2,B2 SH,STUART,2899.5,84.45700000000001,0.603,2.5,12.45,2.967,1,0.9470000000000001
184,2,B2 SH,STUART,2900.0,89.01899999999999,0.595,4.6,14.9,2.7939999999999996,1,0.895
185,3,B2 SH,STUART,2900.5,89.93299999999999,0.591,3.9,18.55,2.7889999999999997,1,0.8420000000000001
186,3,B2 SH,STUART,2901.0,89.38600000000001,0.539,4.5,22.55,2.861,1,0.789
187,3,B2 SH,STUART,2901.5,89.427,0.479,6.2,25.4,2.935,1,0.737
188,3,B2 SH,STUART,2902.0,87.51700000000001,0.461,7.6,24.4,3.128,1,0.684
189,3,B2 SH,STUART,2902.5,83.74700000000001,0.485,8.7,23.15,3.284,1,0.632
190,3,B2 SH,STUART,2903.0,78.304,0.541,6.1,21.25,3.332,1,0.579
191,2,B2 SH,STUART,2903.5,71.858,0.635,8.5,15.95,3.485,1,0.526
192,2,B2 SH,STUART,2904.0,64.70100000000001,0.737,5.0,15.7,3.471,1,0.474
193,2,B2 SH,STUART,2904.5,64.293,0.752,1.7,17.15,3.45,1,0.42100000000000004
194,2,B2 SH,STUART,2905.0,67.158,0.6859999999999999,-0.3,19.95,3.2760000000000002,1,0.368
195,2,B2 SH,STUART,2905.5,72.47800000000001,0.631,0.2,20.4,3.1710000000000003,1,0.316
196,3,B2 SH,STUART,2906.0,78.068,0.614,5.0,18.1,3.252,1,0.21100000000000002
197,3,B2 SH,STUART,2906.5,73.008,0.5920000000000001,2.4,20.1,3.175,1,0.158
198,2,B2 SH,STUART,2907.0,64.64399999999999,0.5429999999999999,1.7,22.35,3.302,1,0.105
199,2,B2 SH,STUART,2907.5,49.801,0.5379999999999999,0.0,20.8,3.551,1,0.053
200,8,B2 LM,STUART,2908.0,35.937,0.628,-2.8,16.8,3.96,2,1.0
201,6,B2 LM,STUART,2908.5,24.203000000000003,0.743,-0.3,12.35,4.454,2,0.963
202,8,B2 LM,STUART,2909.0,15.985999999999999,0.777,-0.2,11.5,4.657,2,0.9259999999999999
203,8,B2 LM,STUART,2909.5,12.036,0.773,-0.5,10.55,4.593999999999999,2,0.889
204,8,B2 LM,STUART,2910.0,12.745999999999999,0.787,-1.2,9.2,4.437,2,0.852
205,8,B2 LM,STUART,2910.5,14.843,0.809,-1.6,7.7,4.351,2,0.815
206,8,B2 LM,STUART,2911.0,17.087,0.8059999999999999,-1.0,6.8,4.242,2,0.778
207,8,B2 LM,STUART,2911.5,17.977,0.765,0.3,6.45,4.105,2,0.741
208,8,B2 LM,STUART,2912.0,18.834,0.701,-0.1,7.15,4.279,2,0.7040000000000001
209,8,B2 LM,STUART,2912.5,19.258,0.644,0.4,7.4,4.669,2,0.667
210,8,B2 LM,STUART,2913.0,19.062,0.61,0.6,7.8,5.19,2,0.63
211,8,B2 LM,STUART,2913.5,18.637999999999998,0.6,1.8,7.6,5.527,2,0.593
212,9,B2 LM,STUART,2914.0,19.462,0.598,3.4,6.8,6.321000000000001,2,0.556
213,9,B2 LM,STUART,2914.5,19.552,0.581,3.1,6.95,6.16,2,0.519
214,9,B2 LM,STUART,2915.0,20.653000000000002,0.529,0.9,8.65,5.865,2,0.48100000000000004
215,9,B2 LM,STUART,2915.5,23.371,0.45,-1.0,11.3,5.315,2,0.444
216,9,B2 LM,STUART,2916.0,25.468000000000004,0.391,-1.3,13.75,4.918,2,0.40700000000000003
217,8,B2 LM,STUART,2916.5,26.291999999999998,0.377,-2.3,14.85,4.521,2,0.37
218,8,B2 LM,STUART,2917.0,27.736,0.41100000000000003,-3.6,14.1,4.4430000000000005,2,0.33299999999999996
219,8,B2 LM,STUART,2917.5,29.784000000000002,0.48200000000000004,-3.1,11.85,4.3469999999999995,2,0.29600000000000004
220,8,B2 LM,STUART,2918.0,31.041,0.578,-2.2,9.4,4.416,2,0.259
221,8,B2 LM,STUART,2918.5,30.837,0.6829999999999999,-0.4,7.4,4.394,2,0.222
222,8,B2 LM,STUART,2919.0,32.64,0.807,1.0,5.6,4.343,2,0.185
223,6,B2 LM,STUART,2919.5,33.571,0.9420000000000001,1.6,4.5,4.086,2,0.14800000000000002
224,6,B2 LM,STUART,2920.0,39.56,1.003,1.9,4.55,3.8110000000000004,2,0.111
225,8,B2 LM,STUART,2920.5,47.475,0.9309999999999999,1.5,6.15,3.625,2,0.07400000000000001
226,2,B2 LM,STUART,2921.0,56.443000000000005,0.821,2.3,8.05,3.3930000000000002,2,0.037000000000000005
227,2,B3 SH,STUART,2921.5,64.79899999999999,0.7509999999999999,3.4,9.6,3.12,1,1.0
228,2,B3 SH,STUART,2922.0,69.72,0.711,3.0,12.4,3.03,1,0.95
229,3,B3 SH,STUART,2922.5,72.51100000000001,0.637,3.5,16.35,2.984,1,0.9
230,3,B3 SH,STUART,2923.0,74.69800000000001,0.525,5.4,20.8,2.915,1,0.85
231,3,B3 SH,STUART,2923.5,74.69800000000001,0.525,5.4,20.8,2.915,1,0.85
232,3,B3 SH,STUART,2924.0,73.425,0.45799999999999996,5.2,21.6,2.92,1,0.8
233,3,B3 SH,STUART,2924.5,71.328,0.486,3.1,17.35,2.995,1,0.75
234,2,B3 SH,STUART,2925.0,68.937,0.5870000000000001,4.1,13.25,3.122,1,0.7
235,1,B3 SH,STUART,2925.5,66.562,0.6709999999999999,1.3,13.25,3.2430000000000003,1,0.65
236,2,B3 SH,STUART,2926.0,64.63600000000001,0.6629999999999999,3.2,13.3,3.324,1,0.6
237,2,B3 SH,STUART,2926.5,66.619,0.625,4.0,13.6,3.33,1,0.55
238,2,B3 SH,STUART,2927.0,66.619,0.625,4.0,13.6,3.33,1,0.55
239,2,B3 SH,STUART,2927.5,65.624,0.635,3.2,12.4,3.3089999999999997,1,0.5
240,2,B3 SH,STUART,2928.0,65.322,0.68,3.3,9.65,3.315,1,0.45
241,2,B3 SH,STUART,2928.5,67.035,0.7070000000000001,2.4,8.6,3.2319999999999998,1,0.4
242,2,B3 SH,STUART,2929.0,68.194,0.693,3.0,8.8,3.157,1,0.35
243,2,B3 SH,STUART,2929.5,69.149,0.6459999999999999,3.0,10.4,3.034,1,0.3
244,2,B3 SH,STUART,2930.0,72.20100000000001,0.588,3.2,13.2,3.052,1,0.25
245,3,B3 SH,STUART,2930.5,73.77600000000001,0.542,4.4,16.0,3.1319999999999997,1,0.2
246,3,B3 SH,STUART,2931.0,72.609,0.525,5.5,17.55,3.31,1,0.15
247,3,B3 SH,STUART,2931.5,66.86399999999999,0.55,5.3,16.55,3.625,1,0.1
248,8,B3 SH,STUART,2932.0,53.702,0.62,5.7,13.75,4.003,1,0.05
249,8,B3 LM,STUART,2932.5,40.474000000000004,0.713,4.7,11.15,4.2780000000000005,2,1.0
250,8,B3 LM,STUART,2933.0,28.12,0.774,2.2,10.5,4.537,2,0.9
251,8,B3 LM,STUART,2933.5,20.213,0.769,-1.1,10.95,4.6819999999999995,2,0.8
252,8,B3 LM,STUART,2934.0,19.192999999999998,0.732,-1.0,11.1,4.546,2,0.7
253,8,B3 LM,STUART,2934.5,20.449,0.6990000000000001,-0.7,10.65,4.386,2,0.6
254,8,B3 LM,STUART,2935.0,21.355,0.679,-0.1,9.95,4.28,2,0.5
255,8,B3 LM,STUART,2935.5,21.641,0.6679999999999999,1.3,8.95,4.221,2,0.4
256,8,B3 LM,STUART,2936.0,24.203000000000003,0.653,2.6,8.3,4.099,2,0.3
257,8,B3 LM,STUART,2936.5,34.574,0.613,2.4,9.0,3.66,2,0.2
258,6,B3 LM,STUART,2937.0,45.231,0.5479999999999999,2.3,10.45,3.4960000000000004,2,0.1
259,2,B4 SH,STUART,2937.5,56.427,0.498,2.9,11.35,3.338,1,1.0
260,2,B4 SH,STUART,2938.0,67.06,0.504,1.7,11.65,3.135,1,0.9440000000000001
261,2,B4 SH,STUART,2938.5,70.83800000000001,0.5579999999999999,2.0,10.8,3.012,1,0.889
262,2,B4 SH,STUART,2939.0,69.932,0.612,3.3,10.05,3.0660000000000003,1,0.833
263,2,B4 SH,STUART,2939.5,74.52600000000001,0.633,4.1,10.25,3.109,1,0.778
264,2,B4 SH,STUART,2940.0,77.611,0.626,5.0,11.0,3.063,1,0.722
265,2,B4 SH,STUART,2940.5,78.59,0.605,5.9,11.55,3.092,1,0.667
266,2,B4 SH,STUART,2941.0,76.729,0.591,5.7,11.95,3.051,1,0.611
267,2,B4 SH,STUART,2941.5,74.11,0.608,3.7,10.95,3.07,1,0.556
268,2,B4 SH,STUART,2942.0,66.407,0.653,2.2,9.6,2.997,1,0.5
269,2,B4 SH,STUART,2942.5,64.081,0.693,1.4,8.6,3.093,1,0.444
