ALERT,SAR,kycRiskScore,income,tenureMonths,creditScore,state,nbrPurchases90d,avgTxnSize90d,totalSpend90d,csrNotes,nbrDistinctMerch90d,nbrMerchCredits90d,nbrMerchCreditsRndDollarAmt90d,totalMerchCred90d,nbrMerchCreditsWoOffsettingPurch,nbrPayments90d,totalPaymentAmt90d,overpaymentAmt90d,overpaymentInd90d,nbrCustReqRefunds90d,indCustReqRefund90d,totalRefundsToCust90d,nbrPaymentsCashLike90d,maxRevolveLine,indOwnsHome,nbrInquiries1y,nbrCollections3y,nbrWebLogins90d,nbrPointRed90d,PEP
1,0,1,56000,20,751,PA,55,225.16,12383.8,statement   card replace withdraw limit,30,7,4,1603.49,5,3,15189.79,2805.99,1,1,1,2830.74,3,12000,0,5,0,10,0,0
1,0,2,131800,0,650,MA,107,14.96,1600.72, ,50,11,4,185.92,5,2,80.04,0,0,1,1,52.48,2,8000,1,4,0,6,1,0
1,0,2,6800,1,717,MA,2,88.33,176.66, ,0,0,0,0,0,2,176.66,0,0,1,1,52.65,0,13000,0,2,0,5,0,0
1,0,1,22300,4,707,MA,6,69.7,418.2,late payment late payment statement,4,2,0,139.54,1,3,418.2,0,0,1,1,82.78,0,11000,0,0,0,7,2,0
1,0,0,56100,1,713,NY,22,54.62,1201.64, ,9,4,0,212.84,0,4,1201.64,0,0,1,1,27.28,2,8000,1,2,0,7,1,0
1,0,3,50300,19,658,MA,46,45.43,2089.78,password change plastic replace plastic replace,14,4,2,167.58,1,6,2089.78,0,0,1,1,29.66,2,10000,1,3,0,11,0,0
1,0,2,3700,63,741,NY,0,77.75,0, ,0,0,0,0,0,2,60,60,1,1,1,60,0,14000,1,4,0,6,2,0
1,0,1,16900,6,765,CT,2,218.11,436.22, ,1,1,0,217.11,0,4,436.22,0,0,1,1,82.75,2,14000,1,2,0,7,0,0
1,0,2,6400,33,719,CT,2,4.17,8.34,customer call change request  ,1,0,0,0,0,2,60,51.66,1,1,1,95.16,0,10000,1,1,0,4,0,0
1,0,1,61600,5,675,RI,4,94.44,377.76, ,2,1,0,92.3,0,4,60,0,0,1,1,46.75,0,13000,0,0,0,16,1,0
1,0,4,35800,10,749,CT,1,92.29,92.29,customer call card replace customer call statement,1,0,0,0,0,3,60,0,0,1,1,76.16,0,15000,0,4,0,11,0,0
1,0,0,8000,47,672,MA,1,157.79,157.79,password change   transfer statement,0,0,0,0,0,5,157.79,0,0,1,1,24.87,0,12000,1,2,0,2,1,0
1,0,0,78800,13,757,RI,65,42.39,2755.35, ,38,2,0,84.62,0,4,137.77,0,0,1,1,54.14,0,7000,1,1,0,5,0,0
1,0,0,132000,38,682,NY,30,206.01,6180.3, ,16,0,0,0,0,3,6180.3,0,0,1,1,42.57,0,16000,1,5,1,10,0,0
1,0,4,6000,18,766,NY,0,268.23,0,statement statement card replace,0,0,0,0,0,4,60,60,1,2,1,60,0,8000,1,3,2,5,1,0
1,0,3,55000,1,757,PA,16,111.19,1779.04,plastic replace change request  ,4,3,1,344.22,2,3,88.95,0,0,1,1,26.82,3,11000,1,3,0,9,1,0
1,0,2,51500,24,648,NY,28,118.17,3308.76, ,13,1,0,118.16,0,4,165.44,0,0,1,1,28.13,2,12000,1,1,1,8,0,0
1,0,3,85500,27,703,NY,24,90.12,2162.88, ,15,0,0,0,0,3,2162.88,0,0,1,1,57.61,0,14000,0,3,0,7,2,0
1,0,2,24100,7,725,MA,4,139.22,556.88, ,2,1,0,140.46,0,4,556.88,0,0,1,1,44.52,0,26000,1,4,0,9,0,0
1,0,2,112500,0,762,NY,29,24.75,717.75,transfer statement  ,17,1,0,24.01,1,2,717.75,0,0,1,1,40.34,0,7000,0,0,0,4,1,0
1,0,0,10000,54,682,NJ,7,135.24,946.68,change request billing address password change statement,7,0,0,0,0,2,946.68,0,0,1,1,24.47,0,11000,1,5,0,12,1,0
1,0,2,38400,36,740,NY,56,1334.23,74716.88,card replace password change   atm limit,30,5,0,6661.6,1,2,74716.88,0,0,1,1,44.62,2,14000,0,4,0,2,0,0
1,1,3,15100,29,779,NY,0,89.99,0, ,0,0,0,0,0,2,60,60,1,3,1,60,0,15000,1,6,0,8,2,0
1,0,1,50100,18,671,RI,6,40.46,242.76,customer call transfer customer call,2,2,1,88.01,0,5,242.76,0,0,1,1,37.02,1,17000,1,2,1,10,2,0
1,0,2,22100,26,746,RI,23,66.92,1539.16,card replace   transfer,9,3,1,193.04,2,3,1539.16,0,0,1,1,61.05,3,16000,0,5,0,7,0,0
1,0,4,105200,28,661,ME,55,65.24,3588.2, ,22,4,2,272.16,3,6,3588.2,0,0,1,1,63.89,5,12000,0,4,1,5,1,0
1,0,1,89700,24,647,PA,12,34.96,419.52, ,4,1,0,36.09,0,4,419.52,0,0,1,1,93.3,0,12000,1,3,0,6,1,0
1,0,2,28600,75,705,RI,3,9.67,29.01,transfer card replace statement,3,0,0,0,0,5,60,30.99,1,1,1,99.81,0,11000,0,4,0,6,1,0
1,0,0,56000,17,711,RI,2,21.81,43.62,password change change request customer call,2,0,0,0,0,6,60,16.38,1,2,1,44.09,0,10000,0,1,0,8,1,0
1,0,0,58200,5,718,NY,19,208.64,3964.16, ,10,0,0,0,0,2,3964.16,0,0,1,1,35.67,0,14000,1,4,0,10,1,0
1,0,0,79600,17,715,PA,60,7.05,423, ,30,6,1,42.65,2,4,423,0,0,1,1,38.18,0,13000,1,3,0,10,0,0
1,0,1,75500,70,736,NY,71,9.79,695.09, ,41,5,0,49.8,1,3,695.09,0,0,1,1,21.1,0,9000,0,3,0,5,0,0
1,0,0,48200,6,690,NJ,47,240.15,11287.05,change request change request change request,24,1,0,242.24,1,4,564.35,0,0,1,1,38.34,3,12000,1,2,1,9,1,0
1,0,1,81200,2,762,NJ,45,28.99,1304.55, ,27,7,2,206.2,2,3,1304.55,0,0,1,1,41.71,2,15000,1,3,0,6,1,0
1,0,0,82300,15,748,MA,12,140.9,1690.8, ,9,1,0,138.03,0,4,1690.8,0,0,1,1,59.22,0,16000,0,4,0,8,2,0
1,0,0,6700,4,634,NJ,1,0.62,0.62,statement plastic replace statement,1,0,0,0,0,5,60,59.38,1,3,1,141.87,0,9000,1,4,1,11,0,0
1,0,1,48700,8,737,PA,27,49.35,1332.45, ,12,1,0,49.68,1,3,1332.45,0,0,1,1,56.19,0,13000,1,2,0,8,2,0
1,0,3,91300,16,709,NJ,7,299.79,2098.53,transfer transfer  ,3,0,0,0,0,4,104.93,0,0,1,1,54.67,0,12000,1,4,0,6,1,0
1,0,1,3300,74,771,CT,1,103.06,103.06,customer call plastic replace statement statement,1,0,0,0,0,4,103.06,0,0,1,1,68.99,0,16000,0,6,0,6,2,0
1,0,1,106700,1,618,NY,127,145.77,18512.79,statement customer call change request moneyorder,60,13,2,1879.26,7,4,18512.79,0,0,1,1,72.88,4,8000,0,2,0,11,0,0
1,0,0,10900,3,781,NY,1,0,0,transfer card replace password change,0,0,0,0,0,3,60,60,1,1,1,60,0,8000,1,1,0,7,0,0
1,1,1,90700,10,691,MA,96,165.36,15874.56, ,53,7,1,1152.94,1,2,18618.14,2743.58,1,1,1,2800.93,2,12000,1,2,0,10,1,0
1,0,2,15700,40,690,NJ,10,1.06,10.6, ,6,0,0,0,0,2,60,49.4,1,1,1,101.48,0,9000,1,3,1,10,2,0
1,0,1,19000,10,706,PA,27,34.51,931.77, ,10,2,0,72.3,1,6,931.77,0,0,1,1,27.02,0,13000,0,4,0,10,1,0
1,0,2,27800,2,712,NY,8,70.53,564.24, ,3,0,0,0,0,7,564.24,0,0,1,1,43.83,0,15000,1,3,0,8,0,0
1,0,2,31000,11,765,NJ,94,236,22184,"change request late payment card replace lost cardrefund requested. supply additional details, call back",45,4,1,954.47,2,3,22184,0,0,1,1,60.69,3,10000,1,3,0,8,1,0
1,0,0,79800,26,659,MA,50,141.07,7053.5,  statement plastic replace cash,26,8,1,1123.33,1,2,352.68,0,0,1,1,25.87,2,15000,1,5,0,6,0,0
1,0,1,28000,10,672,PA,2,117.2,234.4, ,1,0,0,0,0,4,312.87,78.47,1,1,1,142.91,0,7000,0,2,0,8,0,0
1,0,1,34700,22,668,NJ,18,466.49,8396.82,card replace   plastic replace atm denied,7,2,0,934.22,1,2,8396.82,0,0,1,1,43.97,2,13000,1,2,0,12,0,0
1,1,2,34800,19,663,NJ,18,448.29,8069.22, ,11,2,1,899.53,1,3,10858.59,2789.37,1,1,1,2870.53,3,13000,0,3,1,8,1,0
1,0,3,39100,14,728,MA,4,65.02,260.08,transfer transfer plastic replace statement,2,0,0,0,0,4,260.08,0,0,1,1,52.27,0,4000,0,4,0,6,0,0
1,0,1,18800,6,736,MA,5,47.21,236.05, ,0,0,0,0,0,4,60,0,0,1,1,66.99,0,9000,1,6,0,8,0,0
1,0,4,52500,11,689,RI,56,134.04,7506.24, ,36,6,1,788.2,3,2,14809.83,7303.59,1,1,1,7359.71,2,16000,1,7,0,7,2,0
1,0,0,20200,12,759,CT,9,927.71,8349.39,  change request   atm denied,5,3,0,2784.06,2,4,417.47,0,0,1,1,41.81,4,7000,0,3,0,7,2,0
1,0,1,27400,22,712,MA,5,197.23,986.15,customer call late payment  ,0,1,0,196.62,0,2,60,0,0,1,1,31.01,1,22000,1,5,0,4,1,0
1,0,0,163400,25,796,PA,250,11.7,2925,change request statement   cash,118,24,7,258.27,12,2,146.25,0,0,1,1,27.8,2,14000,1,2,0,13,0,0
1,0,1,22600,22,737,NY,2,6.06,12.12,password change billing address plastic replace,1,0,0,0,0,3,60,47.88,1,3,1,95.55,0,7000,1,5,0,12,1,0
1,0,1,17100,5,705,MA,0,20.49,0,late payment statement billing address,0,0,0,0,0,3,60,60,1,1,1,60,0,12000,1,3,1,8,1,0
1,1,2,56900,10,739,NJ,4,1.87,7.48,plastic replace card replace customer call,3,0,0,0,0,5,60,52.52,1,2,1,73.18,0,11000,1,5,0,6,2,0
1,0,4,40500,6,668,PA,64,85.53,5473.92,customer call card replace customer call,42,5,0,433.45,3,5,273.7,0,0,1,1,37,5,16000,0,2,0,9,1,0
1,0,2,10000,6,698,NY,9,183.8,1654.2, ,4,1,0,183.59,0,2,1654.2,0,0,1,1,43.24,1,11000,1,3,0,5,0,0
1,0,0,136400,4,738,NY,16,59.85,957.6, ,9,1,0,59.47,1,6,957.6,0,0,1,1,123.91,0,13000,0,4,0,6,3,0
1,0,1,71700,36,669,MA,9,161.44,1452.96, ,3,0,0,0,0,5,2734.64,1281.68,1,1,1,1325.63,5,14000,1,5,1,11,1,0
1,0,1,18200,9,728,NJ,3,348.82,1046.46,change request password change plastic replace statement,2,0,0,0,0,4,60,0,0,1,1,21.7,0,9000,0,3,0,11,1,0
1,0,2,151500,14,739,ME,15,94.25,1413.75, ,7,3,1,270.88,0,2,1413.75,0,0,1,1,46.13,2,16000,1,7,0,4,0,0
1,0,2,5800,65,681,CT,0,31.02,0,customer call change request password change,0,0,0,0,0,2,60,60,1,1,1,60,0,8000,1,6,0,5,3,0
1,0,2,88900,62,657,MA,36,278.36,10020.96,"customer call transfer plastic replace lost cardrefund requested. supply additional details, call back",18,3,1,849.16,2,5,10020.96,0,0,1,1,50.75,5,9000,0,3,0,6,1,0
1,0,0,41000,42,757,NY,36,200.35,7212.6, ,24,1,0,198.45,0,5,7212.6,0,0,1,1,53.77,0,15000,1,4,0,10,2,0
1,0,1,55700,40,765,MA,4,0,0,customer call change request password change,0,1,0,0,1,4,60,60,1,1,1,60,0,11000,1,2,0,13,0,0
1,0,3,72400,18,751,CT,38,354.6,13474.8, ,17,3,0,1065.6,1,6,673.74,0,0,1,1,60.34,6,18000,0,0,0,8,3,0
1,0,1,23400,50,725,MA,17,5.82,98.94,plastic replace transfer plastic replace,10,3,0,16.86,2,5,60,0,0,1,1,32.57,0,10000,1,1,0,10,1,0
1,0,0,24800,2,723,RI,11,235.22,2587.42, ,7,0,0,0,0,2,5222.36,2634.94,1,3,1,2679.3,2,15000,0,3,1,7,1,0
1,0,2,1800,21,757,RI,1,0,0,customer call customer call card replace,0,0,0,0,0,2,60,60,1,1,1,60,0,10000,0,2,0,3,0,0
1,0,1,163600,3,680,PA,234,61.45,14379.3, ,118,25,4,1586.46,10,3,718.97,0,0,1,1,32.82,3,7000,1,3,0,6,0,0
1,0,3,33500,44,713,NY,5,242.69,1213.45,change request statement transfer statement,3,0,0,0,0,4,1213.45,0,0,1,1,47.22,0,15000,0,1,0,8,1,0
1,0,1,62300,62,692,NJ,52,43.68,2271.36, ,19,9,4,351.8,2,5,2271.36,0,0,1,1,39.42,5,6000,1,4,0,5,1,0
1,0,1,63100,30,770,PA,51,0,0, ,27,5,0,0,2,3,60,60,1,1,1,60,0,18000,0,5,0,3,1,0
1,0,0,39900,11,759,RI,3,25.95,77.85,  card replace password change,0,1,0,26.57,1,4,77.85,0,0,1,1,75.73,0,18000,0,2,0,9,0,0
1,0,2,8600,2,692,MA,1,220.43,220.43,statement late payment customer call statement,0,0,0,0,0,4,88.4,0,0,1,1,50.07,0,10000,1,5,0,91,0,0
1,0,0,54800,3,696,ME,61,59.45,3626.45,transfer password change plastic replace atm denied,32,5,0,297.75,1,4,7055.72,3429.27,1,1,1,3470.74,4,18000,0,5,0,5,0,0
1,1,2,62100,14,747,NY,97,153.77,14915.69, ,50,10,1,1556.01,2,5,745.78,0,0,1,1,78.86,5,12000,0,6,0,92,1,0
1,0,0,22300,2,713,NY,1,251.4,251.4, ,1,0,0,0,0,4,60,0,0,1,1,80.55,0,16000,0,5,0,12,1,0
1,0,2,10300,2,752,PA,4,117.25,469,plastic replace transfer password change statement,2,0,0,0,0,3,469,0,0,1,1,49.81,0,10000,0,2,0,10,2,0
1,0,2,23200,6,759,RI,10,216.41,2164.1,plastic replace transfer statement,7,0,0,0,0,2,2859.3,695.2,1,1,1,746.77,2,16000,0,3,0,3,1,0
1,0,1,178800,8,627,ME,233,43.42,10116.86,    password change atm limit,113,26,4,1087.06,12,5,505.84,0,0,1,1,45.28,5,10000,0,2,0,10,1,0
1,0,0,10300,115,664,PA,4,42.34,169.36, ,1,0,0,0,0,3,169.36,0,0,1,1,60.52,0,12000,0,3,0,11,3,0
1,0,1,73300,16,726,CT,126,270.04,34025.04, ,62,15,3,4069.32,5,5,34025.04,0,0,1,1,27.61,5,10000,0,1,0,9,1,0
1,0,1,38600,54,749,RI,22,25.78,567.16, ,7,4,1,110.5,2,2,3235.46,2668.3,1,2,1,2720.09,2,12000,0,4,0,13,0,0
1,0,2,33400,61,699,MA,1,199.31,199.31,card replace card replace billing address statement,1,0,0,0,0,3,199.31,0,0,1,1,39.58,0,12000,1,3,0,8,1,0
1,0,2,53900,22,762,NJ,15,347.67,5215.05,  statement change request overseas atm,10,2,1,705.13,0,3,5215.05,0,0,1,1,80.37,3,7000,0,1,0,5,0,0
1,0,0,1100,4,735,NJ,1,26.27,26.27,statement late payment change request cash,1,0,0,0,0,2,2647.92,2621.65,1,1,1,2684.3,2,7000,1,1,0,6,2,0
1,1,1,20600,1,649,NY,12,1604.96,19259.52,customer call customer call plastic replace withdraw limit,3,3,1,4854.88,1,3,19259.52,0,0,1,1,46.43,3,20000,1,4,1,5,1,0
1,0,0,0,8,718,NJ,0,14.08,0,change request   customer call,0,0,0,0,0,5,60,60,1,1,1,60,0,14000,1,6,0,6,1,0
1,0,2,40500,11,781,MA,19,210.31,3995.89,plastic replace customer call change request bitcoin,9,4,0,837.4,3,2,6640.94,2645.05,1,1,1,2682.35,2,10000,1,2,0,6,3,0
1,0,2,80600,32,675,MA,8,81.67,653.36, ,4,0,0,0,0,2,653.36,0,0,1,1,63.62,0,11000,1,2,0,4,1,0
1,0,1,41900,3,740,ME,52,8.91,463.32,late payment password change password change,21,6,1,52.85,4,7,463.32,0,0,1,1,27.96,0,10000,1,3,0,8,2,0
1,0,0,127700,31,669,NY,8,39.57,316.56, ,4,2,0,78.52,1,3,316.56,0,0,1,1,36.07,0,10000,1,2,0,4,2,0
1,1,0,228800,3,693,VT,43,154.35,6637.05, ,21,12,6,2008.5,5,3,331.85,0,0,1,1,46.6,3,20000,0,2,0,8,1,0
1,1,1,43200,71,705,PA,52,405.13,21066.76,"change request transfer transfer lost cardrefund requested. supply additional details, call back",26,3,0,1213.86,1,3,23765.62,2698.86,1,2,1,2719.67,3,16000,0,1,1,7,0,0
1,0,1,25500,16,725,MA,5,25.51,127.55,password change plastic replace customer call,3,0,0,0,0,4,215.88,88.33,1,1,1,135.67,1,14000,0,1,0,6,4,0
1,0,3,97000,55,662,NJ,24,67.46,1619.04, ,13,1,0,67.37,0,2,1619.04,0,0,1,1,30.73,0,12000,0,2,0,5,1,0
1,0,3,112900,3,680,MA,94,188.42,17711.48, ,55,6,0,1122.6,1,5,17711.48,0,0,1,1,31.85,5,13000,0,5,0,7,2,0
1,1,2,61400,8,706,ME,57,565.68,32243.76, ,32,3,0,1699.17,1,2,44986.31,12742.55,1,4,1,12807.64,2,14000,1,4,1,4,1,0
1,0,1,16300,4,730,RI,10,66.64,666.4, ,5,1,1,57,0,3,1071.87,405.47,1,1,1,481.73,2,8000,0,3,0,2,1,0
1,0,0,0,31,742,MA,0,79.41,0, ,0,0,0,0,0,3,60,60,1,3,1,60,0,11000,1,5,0,10,3,0
1,0,1,27300,12,682,NY,12,6.55,78.6,  billing address statement statement,7,0,0,0,0,2,60,0,0,1,1,57.96,0,8000,0,5,1,10,1,0
1,0,2,25300,24,739,MA,0,9.31,0, ,0,0,0,0,0,3,60,60,1,2,1,60,0,17000,1,2,0,11,1,0
1,0,2,105900,11,771,MA,6,124.88,749.28, ,3,1,0,124.91,0,4,749.28,0,0,1,1,46.06,2,14000,1,3,0,8,2,0
1,0,0,62400,31,680,MA,42,138.69,5824.98, ,21,2,1,295.34,2,8,291.25,0,0,1,1,65.38,8,14000,0,7,0,11,0,0
1,0,4,21100,44,736,ME,5,7.15,35.75,card replace billing address password change,1,1,0,7.03,1,3,60,24.25,1,1,1,80.32,0,8000,0,3,0,12,2,0
1,0,2,101600,52,689,PA,55,445.1,24480.5,statement billing address plastic replace moneyorder,26,6,1,2669.25,3,4,24480.5,0,0,1,1,52.29,4,18000,1,2,0,6,3,0
1,0,2,52900,13,706,CT,13,185.19,2407.47, ,7,0,0,0,0,5,2407.47,0,0,1,1,37.62,0,8000,0,4,0,9,1,0
1,0,1,95300,4,679,CT,5,44.26,221.3,billing address late payment  ,3,0,0,0,0,3,221.3,0,0,1,1,50.52,0,7000,1,3,0,8,0,0
1,0,2,30000,7,633,CT,8,9.32,74.56, ,3,2,0,18.78,0,5,60,0,0,1,1,59.98,0,17000,1,3,0,7,0,0
1,0,3,130600,4,727,CT,152,25.95,3944.4, ,72,15,6,351.57,3,3,3944.4,0,0,1,1,73.8,3,16000,1,2,0,9,0,0
1,0,2,173900,10,725,MA,81,86.04,6969.24, ,38,9,4,779.75,2,4,348.46,0,0,1,1,27.73,4,13000,1,5,1,7,1,0
1,0,1,20200,49,680,RI,1,28.66,28.66, ,1,0,0,0,0,5,60,31.34,1,1,1,64.93,0,10000,1,1,0,11,0,0
1,0,2,43500,33,710,NY,4,116.12,464.48,customer call statement   statement,3,0,0,0,0,2,464.48,0,0,1,1,90.2,0,10000,1,2,0,5,1,0
1,0,0,87000,33,760,MA,77,46.5,3580.5, ,38,10,5,428.25,4,3,179.02,0,0,1,1,40.07,3,11000,0,0,0,5,0,0
1,0,0,89800,32,705,NY,24,5.66,135.84, ,12,1,0,5.95,1,4,60,0,0,1,1,51.38,0,12000,1,5,1,5,1,0
1,0,1,15100,4,690,MA,25,11.42,285.5, ,12,2,0,23.04,0,4,60,0,0,1,1,19.97,0,11000,0,1,0,9,0,0
1,0,1,83400,24,704,MA,2,153.46,306.92,plastic replace   statement statement,2,0,0,0,0,3,60,0,0,1,1,78.25,0,16000,1,2,0,4,0,0
1,1,2,93100,27,750,ME,90,248.11,22329.9,card replace password change password change atm limit,49,7,1,1717.16,2,2,22329.9,0,0,1,1,39.65,2,21000,1,2,0,8,3,0
1,0,2,84500,3,716,NY,14,237.41,3323.74,statement billing address statement,7,2,0,473.2,0,6,3323.74,0,0,1,1,45.13,6,14000,0,4,0,8,0,0
1,0,0,126200,9,643,NY,79,42.57,3363.03,plastic replace    ,36,8,1,345.29,2,2,3363.03,0,0,1,1,52.71,2,16000,1,1,0,8,1,0
1,0,1,11700,2,704,NY,6,205.26,1231.56, ,5,0,0,0,0,5,61.58,0,0,1,1,38.64,0,10000,1,1,0,4,1,0
1,0,3,34500,81,671,PA,21,33.54,704.34, ,10,2,0,67.08,0,6,660.39,0,0,1,1,38.76,0,11000,1,2,0,7,0,0
1,0,2,155500,10,717,PA,35,907.45,31760.75, ,22,3,0,2735.34,1,4,31760.75,0,0,1,1,45.96,4,15000,1,2,0,9,0,0
1,0,1,36300,88,683,MA,3,13.9,41.7,  statement card replace atm limit,2,0,0,0,0,2,2714.36,2672.66,1,1,1,2740.68,2,12000,0,5,0,10,1,0
1,0,1,89800,10,628,MA,33,30.86,1018.38,card replace transfer statement,17,5,2,171.59,1,2,1018.38,0,0,1,1,32.02,2,10000,0,3,2,6,1,0
1,0,1,33000,12,709,PA,5,307.32,1536.6,statement transfer late payment,3,0,0,0,0,3,2697.74,1161.14,1,1,1,1238.32,3,12000,1,7,0,4,0,0
1,0,0,33000,1,737,NJ,13,144.24,1875.12,statement billing address card replace moneyorder payment,7,3,0,434.55,1,6,2780.69,905.57,1,1,1,940.94,6,13000,1,5,0,3,1,0
1,1,1,96100,6,762,PA,40,62.48,2499.2,change request customer call password change atm denied,22,2,1,131.61,1,3,5274.75,2775.55,1,4,1,2817.59,3,9000,1,6,0,6,1,0
1,0,1,39200,2,682,MA,23,18.61,428.03, ,10,0,0,0,0,3,428.03,0,0,1,1,45.05,0,8000,1,3,0,4,0,0
1,0,3,27900,1,727,PA,1,73.7,73.7,card replace password change billing address statement,1,0,0,0,0,3,73.7,0,0,1,1,78.06,0,19000,1,1,0,6,0,0
1,1,0,63700,4,704,NY,120,166.72,20006.4, ,71,15,0,2492.7,5,5,20006.4,0,0,1,1,67.14,5,9000,0,0,0,4,0,0
1,0,1,11500,10,736,NY,1,132.66,132.66,change request card replace change request statement,0,0,0,0,0,3,60,0,0,1,1,51.61,0,10000,0,1,0,11,0,0
1,1,3,91300,2,652,NY,90,262.31,23607.9, ,30,9,0,2343.42,2,4,23607.9,0,0,1,1,61.54,4,6000,0,2,0,9,0,0
1,0,1,15400,3,738,CT,45,5.09,229.05, ,19,4,0,19.44,1,4,229.05,0,0,1,1,34.7,0,14000,1,2,0,11,0,0
1,0,0,3200,12,691,ME,1,173.94,173.94,change request change request   statement,1,0,0,0,0,2,60,0,0,1,1,51.39,0,10000,1,3,0,6,1,0
1,0,2,21300,24,713,CT,43,198.42,8532.06,change request password change late payment cash,17,6,0,1199.16,2,3,11872.22,3340.16,1,4,1,3367.49,3,5000,0,4,0,9,3,0
1,1,0,39300,12,660,RI,32,765.52,24496.64, ,15,3,1,2287.8,2,2,24496.64,0,0,1,1,36.43,2,8000,1,7,0,11,1,0
1,0,1,9400,12,710,PA,3,245.02,735.06,transfer customer call card replace statement,2,0,0,0,0,3,735.06,0,0,1,1,81.74,0,14000,0,1,0,6,1,0
1,0,1,78900,11,695,PA,60,3.89,233.4, ,33,8,1,28.04,2,6,233.4,0,0,1,1,57,0,10000,0,1,0,8,1,0
1,0,0,20100,11,738,RI,3,56.15,168.45,customer call   password change,1,0,0,0,0,5,268.38,99.93,1,1,1,160.56,2,11000,1,2,0,7,0,0
1,0,3,97300,16,696,NY,174,9.61,1672.14,plastic replace change request billing address,93,21,2,204.86,10,3,1833.8,161.66,1,3,1,189.67,2,10000,0,3,0,7,1,0
1,0,2,0,11,744,NJ,0,313.95,0, ,0,0,0,0,0,3,60,60,1,4,1,60,0,10000,1,1,0,6,0,0
1,1,2,43300,3,771,PA,38,437.5,16625,transfer   late payment moneyorder,16,2,0,881.62,1,2,25939.01,9314.01,1,1,1,9360.88,2,7000,0,4,0,8,0,0
1,0,0,9400,15,727,CT,3,13.39,40.17,statement plastic replace customer call,2,0,0,0,0,3,60,19.83,1,3,1,88.74,0,10000,1,1,0,5,0,0
1,0,3,,16,725,ME,4,48.64,194.56, ,4,0,0,0,0,4,194.56,0,0,1,1,62.84,0,17000,0,3,0,5,1,0
1,0,2,46800,10,664,NJ,22,43.34,953.48, ,11,1,0,42.38,0,5,2795.03,1841.55,1,3,1,1893.63,5,11000,1,1,0,5,1,0
1,0,1,33600,8,736,MA,19,87.95,1671.05,statement statement customer call statement,9,0,0,0,0,3,1671.05,0,0,1,1,40.9,0,10000,1,3,0,6,1,0
1,0,1,29000,31,761,NY,25,50.57,1264.25, ,13,3,0,151.11,1,3,1264.25,0,0,1,1,71.2,1,17000,0,4,0,7,0,0
1,0,4,51500,10,728,NY,11,15.01,165.11, ,2,0,0,0,0,3,165.11,0,0,1,1,48.54,0,12000,1,4,0,5,3,0
1,0,0,65700,9,672,ME,59,75.83,4473.97,plastic replace statement customer call,31,6,0,447.9,2,2,4473.97,0,0,1,1,55.14,2,15000,1,4,0,6,2,0
1,0,3,61500,5,660,PA,33,30.12,993.96,transfer statement billing address,16,5,3,154.68,2,4,993.96,0,0,1,1,39.78,2,14000,1,5,0,5,0,0
1,1,1,108900,20,649,MA,129,260.01,33541.29, ,60,9,1,2351.12,4,3,1677.06,0,0,1,1,56.8,3,8000,1,1,0,11,1,0
1,0,2,15800,16,725,NY,4,63.79,255.16,billing address statement   statement,3,0,0,0,0,2,255.16,0,0,1,1,30.83,0,11000,0,1,0,6,2,0
1,1,0,60000,9,747,PA,52,430.69,22395.88, ,35,3,0,1292.97,2,3,1119.79,0,0,1,1,54.33,3,7000,0,3,0,7,2,0
1,0,2,18700,2,756,VT,0,28.53,0,transfer statement transfer,0,0,0,0,0,4,60,60,1,1,1,60,0,12000,1,2,0,9,0,0
1,0,1,17000,12,724,MA,2,243.8,487.6,plastic replace customer call plastic replace statement,1,0,0,0,0,4,60,0,0,1,1,34.94,0,12000,1,3,0,4,0,0
1,0,0,15000,4,723,MA,9,0,0,  card replace password change,5,2,1,0,1,2,60,60,1,1,1,60,0,11000,0,2,0,8,1,0
1,0,1,22100,22,718,PA,11,91.33,1004.63, ,5,0,0,0,0,3,1004.63,0,0,1,1,31.37,0,12000,0,4,0,9,1,0
1,0,2,56400,97,691,CT,12,273.9,3286.8,billing address password change card replace,6,2,1,535.68,1,3,3286.8,0,0,1,1,46.5,3,14000,0,1,0,5,0,0
1,0,1,107500,16,694,ME,36,16.93,609.48, ,21,8,3,127.6,4,3,3490.44,2880.96,1,1,1,2914.69,3,13000,1,1,0,8,1,0
1,0,0,8700,37,736,ME,1,8.72,8.72, ,0,1,0,8.75,0,4,60,51.28,1,1,1,51.31,0,14000,1,4,0,6,2,0
1,0,2,52000,16,673,NY,7,10.42,72.94,customer call customer call  ,2,2,0,20.72,1,3,60,0,0,1,1,71.38,0,10000,0,4,0,7,0,0
1,0,3,31200,19,652,CT,47,0,0, ,23,3,0,0,0,4,60,60,1,1,1,60,0,8000,0,4,0,6,2,0
1,0,1,111100,2,736,NY,7,22,154, ,3,0,0,0,0,2,154,0,0,1,1,47.75,0,15000,1,1,0,7,1,0
1,0,2,37200,14,739,ME,18,344.75,6205.5,"card replace   billing address lost cardrefund requested. supply additional details, call back",11,3,0,1032.48,3,4,6205.5,0,0,1,1,67.84,4,12000,1,1,0,4,2,0
1,0,2,54900,68,690,CT,5,199.11,995.55, ,3,0,0,0,0,2,995.55,0,0,1,1,50.79,0,9000,0,3,0,6,2,0
1,0,0,116900,1,729,MA,101,0,0, ,47,7,2,0,2,6,60,60,1,2,1,60,2,13000,0,2,0,6,2,0
