loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,mths_since_last_major_derog,policy_code,is_bad
30000,30000, 36 months,6.62%,921.11,A,A2,"PC, Inc",10+ years,MORTGAGE,286000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=880403,,credit_card,Credit Card,601xx,IL,6.57,0.0,3/1/84,0.0,,,10.0,0.0,14326,43.5,42.0,f,,1,0
11000,11000, 36 months,12.53%,368.13,C,C1,US Air Force,10+ years,RENT,93000.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=374259,Wife was late on two credit card payments without telling me.  Bank increased her rate to 28% pushing balance over the limit which also incurred additional penalties.  Respectfully request loan with better interest rate to help get this situation back under control and ultimately eliminate the debt.,credit_card,T2 Loan,361xx,AL,19.35,0.0,2/1/94,0.0,30.0,,6.0,0.0,32307,83.3,25.0,f,,1,0
8000,8000, 36 months,14.84%,276.7,D,D1,Burns & McDonnell,10+ years,MORTGAGE,95000.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=561546,,vacation,RMRVACLN10,641xx,MO,20.21,0.0,8/1/97,0.0,,,21.0,0.0,43718,93.8,55.0,f,,1,0
12000,9150, 36 months,6.54%,280.61,A,A4,"Amylin Pharmaceuticals, Inc.",8 years,RENT,115000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=623108,  Borrower added on 11/28/10 > How I plan to use the funds - debt consolidation<br/>What makes me a good borrower - credit history and stable employment<br/>My monthly budget - contains realistic goals and means to achieve them<br/>How stable job is - stable with a 8 year job history at the same company<br/>,debt_consolidation,Debt Consolidation,921xx,CA,11.07,0.0,5/1/99,0.0,,,7.0,0.0,21504,45.4,32.0,f,,1,0
9600,9600, 36 months,12.21%,319.83,B,B5,Westat,10+ years,MORTGAGE,97000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=431087,"I am requesting this money to payoff a high interest personal education loan I used to obtain my masters degree.    I have never missed a payment on this loan, I simply want to pay less interest.  I appreciate your consideration. I want you to know that I take my financial responsibilities very seriously.   ",debt_consolidation,Consolodate Debt,217xx,MD,23.72,0.0,2/1/94,0.0,,,9.0,0.0,116325,3.7,41.0,f,,1,0
24000,18225, 60 months,11.86%,404.12,B,B5,John W Stone Oil,10+ years,RENT,100000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=529665,,debt_consolidation,Consolidate Debt,707xx,LA,18.2,0.0,10/1/90,0.0,,,7.0,0.0,10363,39.0,36.0,f,,1,0
16000,11500, 60 months,17.19%,286.99,E,E3,Weld Cty School District RE3J/Spouse too,10+ years,MORTGAGE,118527.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=518434,"  Borrower added on 05/16/10 > My wife and I have been teachers for over 20 years, 15 in the district we teach at now.  We are very secure in our jobs, with both of us having tenure.  Both my sona nd my wife have been in the hospital recently for surgery and sickness.  We are looking to clear the medicall bills all into one loan.<br/> Borrower added on 05/26/10 > We bring home $8,000 a month.  The issue for us is all the different bills and the high interest rates we are paying.  The MIRACLE for us would be to consolidate these payments into one so we would have a little money left at the end of each month.  We thank you all in advance for your help.<br/>",debt_consolidation,Miracle Loan,806xx,CO,4.38,1.0,1/1/91,2.0,13.0,,6.0,0.0,1944,28.2,35.0,f,,1,1
10000,10000, 36 months,11.36%,329.12,B,B5,JCG,2 years,MORTGAGE,130000.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=465730,"  Borrower added on 02/18/10 > I have an excellent job, a solid credit history, and am using this loan to consolidate and lower the interest rate on some loans I took during graduate school (these were not federal student loans, they were personal loans will fairly high interest rates).<br/>",debt_consolidation,Proven Borrower - Consolidating School Debt,802xx,CO,20.19,0.0,2/1/00,0.0,67.0,,11.0,0.0,10288,64.3,34.0,f,,1,0
10000,6575, 36 months,6.91%,202.75,A,A5,The Shaw Group Inc,10+ years,MORTGAGE,150996.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=614319,,debt_consolidation,Debt Consolidation,708xx,LA,4.55,0.0,5/1/93,1.0,25.0,,6.0,0.0,22352,75.7,27.0,f,,1,0
13000,13000, 36 months,8.59%,410.94,A,A4,Veterans Affairs,10+ years,MORTGAGE,100000.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=477972,  Borrower added on 01/19/10 > I plan to refinance a loan I had previously taken out several years ago.  This loan still has 40 months left with a monthly payment of $537.  I plan to reduce the monthly payment so I can put more money on a car loan to pay off quicker.<br/>,debt_consolidation,Debt Reduction,484xx,MI,18.35,0.0,10/1/94,2.0,,,18.0,0.0,6031,5.8,47.0,f,,1,0
20000,20000, 36 months,14.96%,692.9,D,D2,CACI Inc,1 year,MORTGAGE,230000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=475055,"  Borrower added on 01/07/10 > Hello all, I am looking for a very short term loan to consolidate some time sensitive bills. I make $230K annually and I have roughly $8.5K monthly in expendable income. If you need a safe bet on a borrower with a good return on investment I'm your man!<br/>",debt_consolidation,High Income Professional needs quick loan to consolidate debt,730xx,OK,10.12,2.0,8/1/98,5.0,5.0,,13.0,0.0,13925,55.5,40.0,f,,1,0
20000,20000, 60 months,17.88%,506.57,E,E5,Verizon,4 years,RENT,165000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=728859,,major_purchase,India Property Loan,074xx,NJ,8.38,0.0,8/1/98,0.0,,,5.0,0.0,72318,97.7,9.0,f,,1,0
4000,4000, 36 months,9.63%,128.38,A,A5,Standard Secrurity Life Insurance Company of New York,2 years,MORTGAGE,108996.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=416675, I have always paid all my bills on time.  I have a balance on a high rate credit card which I wish to pay off at a more resonable rate.  I am steadily employed as an accountant.,credit_card,Refinance credit card,088xx,NJ,24.5,0.0,3/1/89,1.0,,,12.0,0.0,139544,70.1,19.0,f,,1,0
20000,20000, 36 months,13.22%,676.02,C,C2,CHAN Healthcare Auditors,9 years,RENT,106000.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=473578,"  Borrower added on 01/01/10 > This loan will be used to retire credit cards. My payment history is excellent and credit score is very good. I look forward to a successful loan and may refer any others who are in similar circumstances.  I am a CPA by profession and handle tax preparation for a number of potential borrowers and lenders.<br/> Borrower added on 01/02/10 > I have been employed by my current employer for the past 9 years.  Prior to that, I was employed for 12 1/2 years. I don't jump around and have a strong work ethic. I also prepare taxes as a side business, but did not report that income in my profile. My wife is retired and draws a pension.  Our cash flow if very positive and will strenghthen when my child support obligation ends in February 2010.<br/>",credit_card,Rate Reduction,980xx,WA,9.32,0.0,4/1/96,1.0,,,8.0,0.0,16821,80.5,17.0,f,,1,0
15000,15000, 36 months,14.65%,517.42,C,C3,jay jay fashions pk wsm,7 years,MORTGAGE,120000.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=874604,,debt_consolidation,debt consolidation loan,770xx,TX,9.49,0.0,2/1/04,2.0,50.0,,18.0,0.0,13345,21.6,36.0,f,,1,0
24000,24000, 36 months,11.72%,793.94,C,C4,DRS-TCS,< 1 year,MORTGAGE,140000.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=216029,Expand size of my party store front.,small_business,Party Store,302xx,GA,8.39,0.0,7/1/93,8.0,0.0,0.0,5.0,0.0,16298,80.7,10.0,f,,1,0
7500,7500, 36 months,16.77%,266.54,D,D2,Northrop Grumman,2 years,RENT,120000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1028056,,debt_consolidation,2011 Loan,913xx,CA,12.84,0.0,3/1/95,0.0,,,6.0,0.0,37910,98.0,14.0,f,,1,0
24000,24000, 60 months,17.88%,607.88,E,E5,Parus Holdings Inc,10+ years,MORTGAGE,302000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=732933,  Borrower added on 04/18/11 > Pay off high interest credit card balances.<br/> Borrower added on 04/19/11 > Strong employment history with with high annual earnings. Plan to use loan to pay off high interest credit card balances. Will provide significant reduction in current monthly payments and pay off the debt quicker.<br/>,debt_consolidation,Family Debt,600xx,IL,12.35,0.0,3/1/01,1.0,,,13.0,0.0,24261,92.2,39.0,f,,1,0
5000,5000, 36 months,7.14%,154.7,A,A3,Williams-Sonoma Inc,2 years,MORTGAGE,98000.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=479769,  Borrower added on 01/25/10 > My employment is stable and my credit rating shows that I repay my debts ontime.  thanks.<br/>,major_purchase,kevin,956xx,CA,8.33,0.0,12/1/89,0.0,,,6.0,0.0,28209,58.4,27.0,f,,1,0
25000,25000, 36 months,15.33%,870.71,D,D3,Small Smiles Dental Centers,2 years,RENT,160000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=497732,"  Borrower added on 03/23/10 > This is my second loan with lendingclub. My first was in October 2009 for 15,000 I already paid off almost 10,000 in the last 6 months. I'm a dentist with good credit history and $160,000 annual salary . Never been late on a payment. I need this loan to pay off a money that my father in law lended me when I was in dental scool two years ago. Thank you for help and trust again.<br/>",debt_consolidation,Debt Consolidation,806xx,CO,20.39,0.0,3/1/03,6.0,,,24.0,0.0,7820,14.4,49.0,f,,1,0
5000,5000, 36 months,7.49%,155.51,A,A4,EMC Corporation,10+ years,MORTGAGE,225000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=819229,  Borrower added on 07/16/11 > I need a short term loan to fix my a/c and furnace.<br/>,home_improvement,Home Improvement Loan,201xx,VA,16.45,0.0,8/1/97,0.0,,,10.0,0.0,129071,90.9,26.0,f,,1,0
25000,25000, 36 months,11.66%,826.31,C,C3,Goldman Sachs Group,1 year,RENT,100000.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=255150,"Purpose of loan:   I will be using the loan to pay off my credit card balances which have a very high interest rate (3 cards ranging from 18%-25%). This will also help me consolidate my debt into one single monthly payment which would enable me to pay off my debt faster and more efficiently.    My financial situation:   I work for one of the biggest investment banks in the country and have a great job in the financial field. I make a good salary and have always been promt in paying my bills. Also, my year end bonus should should help me considerably in paying off the loan even earlier than 3 years. I have never been late in making any payments or bills and do not owe any other form of debt except my credit cards. Although my credit score is lower, I assure you that it is purely due to the fact that I do not have sufficient credit history and do not own a home. I am a good tax paying, law abiding resident of New York City.  ",credit_card,Paying off Credit Card balances,100xx,NY,18.88,0.0,10/1/02,0.0,0.0,0.0,10.0,0.0,16694,33.1,17.0,f,,1,0
20000,20000, 36 months,6.17%,609.99,A,A3,West Suburban Bank,10+ years,MORTGAGE,117000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=627766,,wedding,Wedding,605xx,IL,10.53,0.0,3/1/95,0.0,,,7.0,0.0,6677,17.5,28.0,f,,1,0
18000,10900, 36 months,7.88%,340.97,A,A5,RDY AGENCY,< 1 year,MORTGAGE,95000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=518308,"  Borrower added on 05/15/10 > This loan will be used to payoff a high interest rate credit card which is charging 14,24% interest.<br/> Borrower added on 05/17/10 > Additional information<br/><br/>I have a very good job at a very stable company.  I have never defaulted on any loans or been late with any payments.  My wife and I have agreed upon a plan to become debt free within the next three years (except for our home mortgage).  I feel this is a great opportunity to stop rewarding credit card companies.   Thanks<br/> Borrower added on 05/22/10 > If necessary, I could cover this debt with a withdrawal from my IRA. but prefer not to because of tax penalties.<br/>",credit_card,CREDIT CARD INTEREST REDUCTION,750xx,TX,21.32,0.0,3/1/93,1.0,,,12.0,0.0,36780,39.9,30.0,f,,1,0
14000,14000, 36 months,7.91%,438.13,A,A4,Law firm,2 years,MORTGAGE,320000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=782282,"  Borrower added on 06/10/11 > This loan will be used to pay off my high-interest credit card loans.  I am a good candidate for this loan because I have never defaulted on any of my debt, and I have a steady, high paying job. I am not in any danger of falling behind on my credit card payments, but would like to lower the rate somewhat.<br/>",debt_consolidation,Debt consolidation,100xx,NY,5.23,0.0,1/1/95,1.0,,,10.0,0.0,45763,39.8,26.0,f,,1,0
12000,12000, 60 months,10.75%,259.42,B,B2,The Kohner Agency,10+ years,MORTGAGE,106000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=542882,"  Borrower added on 07/07/10 > We're having some landscaping done and an open, roofed back porch area converted to a sunroom.  I've already paid for almost half of the landscaping through my own funds, but this will help greatly in getting both projects done.  We're already thrilled with what we're seeing, so thanks for helping us, if you can.<br/><br/>I have to leave town to shoot a film at the end of the month, so I'm hoping this loan will be in place by then.  Thank you in advance for helping us improve, beautify and increase the value of our home.<br/> Borrower added on 07/08/10 > As far as employment history goes, I feel some some additional information is required here.  For the last 3-plus years I have been self employed as a 100% owner of my own loan out corporation, but I continue to collect residuals for work I did as an employee before the formation of my corporation.<br/> Borrower added on 07/10/10 > Also, I intend to pay off this loan before the end of 60 months.<br/> Borrower added on 07/10/10 > There's a little confusion regarding my income.  Let me try to clarify that.<br/><br/>Let me start by referring you to the above paragraph that starts with &quot;Borrower added on 07/08/10&quot;. <br/><br/>When people in my position reach a certain level of income, they incorporate.  That is what I have done.  The result is that my 1040 income goes down because that is comprised of income I earned while an &quot;employee&quot; of various studios, networks and production companies.  After I incorporate, all monies go into my company and I get paid from that.  Therefore, my 1040 income is nearly doubled by  my income from my company, if not more.<br/><br/>My current FICO score is 765.  I am not having any trouble paying down my debts and I don't foresee any difficulty in paying this down, either.<br/><br/>As a matter of fact, I am very confident I'll be paying this off early.<br/>",home_improvement,Lawn and sunroom,912xx,CA,16.3,0.0,9/1/86,0.0,29.0,,10.0,0.0,75881,42.7,22.0,f,,1,0
10000,10000, 36 months,9.99%,322.63,B,B4,New Jersey State Police,10+ years,MORTGAGE,125000.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=602246,"  Borrower added on 10/21/10 > Plan to consolidate other bills.<br/>I am a State Trooper in the NJ State Police, job is secure never any layoffs in State Police. My bills are paid ontime always.<br/>",debt_consolidation,Personal,080xx,NJ,15.59,1.0,5/1/95,1.0,6.0,,7.0,0.0,2061,51.5,18.0,f,,1,0
18000,11200, 36 months,6.17%,341.59,A,A3,Ron Carter Ford,2 years,MORTGAGE,132000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=606719,,credit_card,CC REFI,775xx,TX,6.74,0.0,11/1/97,0.0,,,6.0,0.0,11797,22.1,15.0,f,,1,0
12000,12000, 36 months,11.14%,393.65,B,B1,MetLife Home Loans,5 years,MORTGAGE,150000.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=478561,"  Borrower added on 01/22/10 > This loan is being used for 2 reasons... First, to payoff a credit card (my only credit card) and second, to install new carpeting in my home. I've been in the same line of work for 5 years. I earn a 6 figure salary and have no problems paying my debts. My credit is excellent as I never make a late payment. Thank you!<br/>",debt_consolidation,Loan,218xx,MD,2.37,0.0,12/1/98,0.0,,,13.0,0.0,10944,29.8,24.0,f,,1,0
12000,12000, 36 months,5.42%,361.92,A,A1,Wipro Technologies,7 years,RENT,91392.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=782543,  Borrower added on 06/16/11 > vacation and apartment furniture purchase<br/>,vacation,Trip for family travel to India,088xx,NJ,8.18,0.0,1/1/06,1.0,,,7.0,0.0,2914,15.9,12.0,f,,1,0
15000,15000, 36 months,16.77%,533.08,D,D2,Booz Allen Hamilton,4 years,RENT,104371.43,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1043428,  Borrower added on 11/26/11 > I would like to pay off a few credit cards and close them to consolidate the debt into one payment.  I am looking toward my future of buying a condo and realize I need to consolidate my debt and have them paid off before moving to this step.<br>,debt_consolidation,DebtConslidation,222xx,VA,12.97,0.0,10/1/96,0.0,,,12.0,0.0,19583,94.1,15.0,f,,1,0
20000,20000, 36 months,11.11%,655.82,B,B5,PricewaterhouseCoopers LLP,5 years,MORTGAGE,110000.0,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=660009,,debt_consolidation,Debt Consolidation Loan,116xx,NY,6.65,0.0,7/1/01,0.0,,,4.0,0.0,13172,52.7,9.0,f,,1,0
3000,3000, 36 months,14.27%,102.93,C,C2,State of California,10+ years,RENT,115154.16,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=969615,,other,Mortgage Insurance,946xx,CA,16.63,0.0,4/1/82,0.0,,,13.0,0.0,15668,79.5,28.0,f,,1,0
14600,14600, 60 months,21.59%,399.85,G,G5,ROBINS AIR FORCE BASE,10+ years,MORTGAGE,185000.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=710167,,other,bill consolidation,312xx,GA,21.55,0.0,12/1/96,1.0,,,30.0,0.0,28580,67.0,60.0,f,,1,1
5000,5000, 36 months,9.63%,160.47,B,B1,Debix,4 years,MORTGAGE,110000.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=730005,,other,Wedding,787xx,TX,7.96,0.0,7/1/05,0.0,,,7.0,0.0,11107,79.3,11.0,f,,1,0
20000,20000, 60 months,18.54%,513.77,F,F3,HCR Manorcare,6 years,MORTGAGE,105000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=632616,"  Borrower added on 12/18/10 > Will use the funds for credit card payments...mostly incurred in the past 2 years...Family from my home country got flooded and we literally rebuilt our house, Dad also had bypass surgery and I have to help my family. Usually not fond of credit cards...but I have no choice. I have a very stable job in a very stable company (Director of Rehab/Physical Therapist) and I know I could pay this amount. <br/>Just want to get back on track. Ask me questions and ill answer them the best I can. Thank you<br/>",debt_consolidation,DONDON,605xx,IL,17.25,0.0,9/1/04,2.0,,,21.0,0.0,28979,79.8,29.0,f,,1,0
35000,35000, 60 months,23.22%,991.1,G,G4,Beckman Coulter Inc,1 year,MORTGAGE,120000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=856652,  Borrower added on 09/06/11 > I am a borrower with an excellent credit history and a stable work history.  I plan to use these funds to make home improvements and pay off some debt.<br/>null,debt_consolidation,Debt,180xx,PA,17.99,0.0,5/1/92,3.0,,,25.0,0.0,43263,56.5,58.0,f,,1,0
30800,30800, 60 months,17.88%,780.11,E,E5,Goldman Sachs,1 year,RENT,100000.0,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=688200,,debt_consolidation,Ruben's Loan,100xx,NY,12.61,0.0,12/1/97,0.0,,,10.0,0.0,31980,87.5,23.0,f,,1,0
25000,25000, 60 months,11.49%,549.69,B,B4,Bechtel,1 year,MORTGAGE,95000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=593189,"  Borrower added on 10/05/10 > This is for improvemnts to the house, windows and kitchen appliences<br/>",home_improvement,Title-HI,209xx,MD,15.49,0.0,2/1/90,0.0,,,15.0,0.0,35788,22.9,39.0,f,,1,0
8800,8800, 36 months,10.99%,288.06,B,B3,Molins Richmond,6 years,RENT,108000.0,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=545987,  Borrower added on 06/15/11 > Pay off credit cards and medical bills.  Car will be paid off in July.<br/>,credit_card,Refinance Credit Card,230xx,VA,10.92,0.0,12/1/82,0.0,25.0,,12.0,0.0,14491,70.0,34.0,f,,1,0
13000,13000, 60 months,15.58%,313.25,D,D3,Auto Club Of Southern California,4 years,RENT,109896.0,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=559232,"  Borrower added on 08/04/10 > This loan will be used for my wedding expense that will be coming up in September. I make it a complete aim to pay all of my debts in a timely manner. The only issue I have ever had was years ago when I was laid off. Currently, I am very stable both fiancially and employment as I have been continuously employed for several years and have just recieved a  promotion. Based on my current monthly payments vs. my current net income, I can comfortably afford any additional payments of $700 or less. Thank you.<br/>",wedding,Wedding Loan,900xx,CA,12.28,0.0,9/1/00,0.0,35.0,,11.0,0.0,13,0.2,19.0,f,,1,1
15600,15600, 60 months,20.99%,421.95,F,F3,St. Philip's Episcopal Church,2 years,MORTGAGE,110328.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=839744,  Borrower added on 08/05/11 > Loan is being used to put a badly needed new roof on my home.<br/>,other,Roof Replacement,208xx,MD,16.01,0.0,7/1/97,2.0,,,11.0,0.0,24554,97.4,18.0,f,,1,0
1000,1000, 36 months,8.94%,31.78,A,A5,,< 1 year,OWN,95000.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=471512,,credit_card,Low Risk CC Balance Transfer Loan,917xx,CA,0.25,0.0,3/1/04,0.0,,,4.0,0.0,165,1.1,5.0,f,,1,0
2000,2000, 36 months,16.70%,71.01,E,E2,Brandon Harley Davidson,4 years,RENT,384000.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=475619, ,other,Personal loan,335xx,FL,1.77,0.0,11/1/05,0.0,,,3.0,0.0,13757,98.3,12.0,f,,1,1
10000,10000, 36 months,7.51%,311.1,A,A4,,9 years,MORTGAGE,120000.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=493498,,home_improvement,My car needs a bedroom,078xx,NJ,8.97,0.0,12/1/90,2.0,,,7.0,0.0,7158,46.2,19.0,f,,1,0
15000,15000, 36 months,14.26%,514.59,C,C5,Emerson,9 years,OWN,100000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=471321,  Borrower added on 12/23/09 > This loan is to fund an addition of a closet and extend a bathroom at my house<br/>,home_improvement,My Home Project,799xx,TX,9.65,0.0,12/1/00,4.0,,,10.0,0.0,5516,44.1,19.0,f,,1,0
17950,17950, 36 months,11.99%,596.12,B,B5,Alcatel-Lucent,5 years,MORTGAGE,113000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=803553,  Borrower added on 07/01/11 > Look forward to having a concrete and efficient plan to payoff my current credit card debt at a reasonable interest rate and within a guaranteed period of time. Cant wait to close to those 29.99% interest credit cards!<br/>,credit_card,End Credit card debt!!,930xx,CA,12.07,1.0,9/1/98,0.0,18.0,,6.0,0.0,17974,86.8,20.0,f,,1,0
18000,18000, 36 months,13.49%,610.75,C,C1,Pulte Homes,8 years,MORTGAGE,96000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1062873,  Borrower added on 12/08/11 > Consolidate high interest loan and higher interest credit cards.<br>,debt_consolidation,Consolidation Loan,067xx,CT,16.4,0.0,5/1/87,0.0,70.0,,16.0,0.0,14828,46.6,37.0,f,,1,0
12000,12000, 36 months,7.66%,374.16,A,A5,Moodys Investors Service,< 1 year,RENT,125000.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=649236,"  Borrower added on 01/10/11 > I need this loan to consolidate my high interest credit card debt. I work for a large financial services company and the company's business is picking up. Also, my performance review has been excellent which means that my job is going to be stable at this place. I have a six figure salary and with this loan I can avoid the 200 odd dollars that I am currently paying as interest, and thus easily pay the monthly installments. My net household income (including my spouse) is approximately 9000$ and monthly budget is to the tune of 6000$ and I would have sufficient funds available to payback this loan.<br/> Borrower added on 01/20/11 > Since this loan has been listed, I have secured some loan from family and friends but this 12000 is critical in making me free from the high interest debt. I just hope that you guys can help me in my hour of need. As I had stated earlier, I will have no problem in paying back the loan as the savings on the interest will amount to more than half of the monthly installment.<br/>",debt_consolidation,My Debt Consolidation,085xx,NJ,9.57,0.0,4/1/01,0.0,,,16.0,0.0,34991,56.2,20.0,f,,1,0
25000,25000, 36 months,17.88%,902.31,E,E5,"Cornerstone Advisors, Inc.",3 years,MORTGAGE,330000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=654382,  Borrower added on 01/14/11 > Consolidating revolving debt.  Great credit history and stable income.<br/>,debt_consolidation,Debt Consolidation,292xx,SC,17.04,0.0,3/1/93,0.0,,,11.0,0.0,79576,99.5,34.0,f,,1,0
24000,24000, 36 months,19.69%,888.14,E,E5,Infor Global Solutions,5 years,MORTGAGE,100000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=767054,  Borrower added on 05/23/11 > The loan amount will go towards paying off all my existing credit card balances. I am current on all my credit card payments but I want to consolidate my debts to a single monthly payment. I have been in my current job for almost 5 years and my annual salary have been increasing at the rate of 5% per year.<br/>,debt_consolidation,Debt Consolidation Loan,741xx,OK,4.66,0.0,8/1/06,0.0,,,10.0,0.0,19769,74.0,12.0,f,,1,0
12000,12000, 60 months,10.37%,257.16,B,B3,"Netflix, Inc",1 year,RENT,180000.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=666959,,debt_consolidation,Consolidation,951xx,CA,7.21,0.0,12/1/00,0.0,,,13.0,0.0,660,3.7,31.0,f,,1,0
28000,28000, 36 months,7.90%,876.13,A,A4,Level 3 Post/ Deluxe,8 years,MORTGAGE,120000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1047451,,debt_consolidation,solid,914xx,CA,9.81,0.0,11/1/96,1.0,,,12.0,0.0,9835,21.5,29.0,f,,1,0
20000,20000, 36 months,14.11%,684.58,D,D1,Malott Investments,10+ years,MORTGAGE,190000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=399855,"I am an entrepreneur.  I have been in business for myself for over 10years! I have built large profitable businesses in real estate, network marketing, Insurance, leadership training events, and sports marketing.  Our business is growing rapidly as we continue to tap into markets that thrive even in tough times.  I have been featured in magazines like Success from Home and available at newsstands now Premiere Business mag.  Recently featured in Les Browns book ’ўО—О“The Power Of ONE. We have a huge Book of business we built with an insurance company that produces over $300,000 in annual passive / renewal gross income.  We have always had lines of credit with major banks. It seems banks are afraid to lend to anyone at this time! That is why I am here now. We would like to simply eliminate the last of the credit card debt that we have. Aprox. $10,000 to Chase bank currently at 12% and $8,000 to Citi bank @ 10% We have steady paid down, or paid off all of our credit card debt. This Loan would finish it off completely! We pay all of our debts on time.  We live up to the obligations we create!  I live in Wisconsin with my wife Tiffaney and 4 daughters Lauren, Carissa, Jessica and brand new addition April 27th 2009 Codi.  This loan would be paid on time like every other loan I have had.  Thank You for your consideration.  To learn more about my wife and I (or buy our books) check out: www.tlotti.com   www.1powerfulvision.com   www.hardknocksfights.com",debt_consolidation,Business Is Booming!!!,531xx,WI,21.4,0.0,6/1/94,2.0,34.0,,20.0,0.0,12531,30.1,33.0,f,,1,0
6500,6500, 36 months,13.35%,220.11,C,C4,CenterPoint Energy  Inc.,10+ years,MORTGAGE,174996.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=629995,,major_purchase,Personal Loan,774xx,TX,22.37,0.0,8/1/84,0.0,34.0,,24.0,0.0,62853,76.7,52.0,f,,1,0
12000,12000, 36 months,10.99%,392.81,B,B3,Design Lighting Group,5 years,MORTGAGE,115800.0,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=745634,,debt_consolidation,JW PERSONAL LOAN,301xx,GA,14.15,0.0,5/1/98,1.0,29.0,,15.0,0.0,59318,75.1,38.0,f,,1,0
