Date,Revenue,Southwest,Central,Northeast,Northwest,South,Southeast,Energy,Industrials,Consumer,Agricultural,Durable,Lagged
10/2/15,5186.73,1668.41,3848.54,3358.78,5914.9,844.12,6871.58,5800.49,6032.54,2221.1,4626.82,3344.25,76.33
10/3/15,4612.29,1640.81,2768.8,2818.32,5315.74,1055.58,7594.67,5495.16,8498.38,2503.18,3483.9,4164.77,70.45
10/4/15,4930.39,2293.86,3483.66,3226.01,6908.03,1004.68,7343.8,6572.95,7422.55,2419.81,3505.21,2606.66,72.63
10/5/15,4529.78,2087.63,4164.79,3485.71,6325.06,1162.34,8523.51,6864.74,8355.26,2540.61,2850.12,3866.56,75.47
10/6/15,4167.4,2299.92,4971.65,2377.68,6483.04,826.74,5058.4,6701.07,9062.23,2773.02,2966.51,2839.03,70.32
10/7/15,4995.56,1878.34,2939.92,2650.98,6296.87,664.54,7363.25,6055.91,4953.61,2528.79,4331.14,3184.49,68.09
10/8/15,4279.7,1853.63,4506.04,2201.79,7940.84,1153.68,7801.03,4658.23,7735.7,2637.88,1941.12,4695.73,70.94
10/9/15,5878.54,2050.95,3885.58,3480.72,6032.33,884.51,7631.71,4937.63,7574.4,1989.46,3649.23,3741.89,75.71
10/10/15,3535.54,1721.24,3313.4,3135.42,5360.01,882.24,8446.01,6938.53,7211.49,2830.08,3415.06,3243.03,70.3
10/11/15,5404.83,2432.59,4280.19,2881.45,4953.53,1004.49,7805.35,5122.12,8697.76,2271.41,3713.27,3705.48,74.31
10/12/15,4654.61,1972.25,3774.49,3105.53,6585.91,677.85,9186.32,6827.86,4823.26,2788.63,3934.19,3462.08,73.36
10/13/15,3931.44,1735.22,4318.23,2925.15,6281.61,898.48,6549.63,6230.82,9236.26,2450.12,3112.25,3692.9,71.38
10/14/15,5981.02,2257.62,4821.13,3400.83,5931.25,1028.14,7968.33,5861.96,5835,1893.11,4284.05,3407.23,70.83
10/15/15,4248.75,1491.27,3920.45,3588.62,6580.16,945.17,7345.44,6045.59,7966.74,3053.94,3617.69,3876.23,70.65
10/16/15,5033.41,2157.34,4827.31,2635.39,7641.47,793.61,7896.6,5703.27,7824.92,2236.51,3889.34,3925.4,76.32
10/17/15,3377.15,2394.97,3822.69,3179.25,6385.16,987.3,7601.93,6996.23,6937.65,2033.7,3617.38,2188.58,68.78
10/18/15,3599.33,2223.18,4148.36,2751.91,6101.55,1162.95,6478.38,5166.4,8600.52,2525.77,3055.6,2845.86,67.32
10/19/15,4131.47,2119.43,4429.13,3034.06,7152.58,755.51,6763.26,5005.35,6214.13,2857.86,4313.6,3247.68,73.33
10/20/15,4464.07,2064.82,3960.46,2981.07,3684.55,860.52,7785.42,6155.86,8735.3,3195.66,3614.3,3504.21,67.82
10/21/15,5842.63,2267.16,5158.33,3297.3,6932.85,791.14,7278.81,4106.55,7431.41,2502.48,3583.92,4188.75,77.35
10/22/15,3997.76,2158.54,3775.12,2977.4,5977.69,752.51,7937.41,5523.38,7698.27,3224.48,3509.87,2920.56,65.31
10/23/15,4147.57,2227.39,2271.15,3302.88,5229.63,793.2,8397.97,6292.51,8331.34,2394.8,2714.48,4792.13,67.92
10/24/15,6430.87,2096.35,3969.95,3587.62,5300.55,800.8,6874.25,6167.98,7509.56,1851,3296.82,2671.48,77.55
10/25/15,5156.13,2084.04,3751.29,3324.51,6342.63,965.86,7755.58,5619.7,7803.04,2562.36,3517.83,4013.75,72.79
10/26/15,5128.65,1963.12,4591.76,3198.58,7397.06,842.11,6937.83,5662.25,7797.28,2073.74,3284.7,3737.01,73.21
10/27/15,4976.31,2217.12,3621.21,4257.59,4707.25,901.25,8476.03,7200.04,7522.69,2708.84,4040.78,2917.77,73.41
10/28/15,4568,2392.54,4833.95,2289.98,4654.33,880.97,6579.76,6612.94,9451.48,2364.56,3489.16,4214.16,72.75
10/29/15,5063.98,2266.09,5160.88,3357.19,5937.55,887.11,7277.71,4864.68,6640.88,2566.81,3487.17,3775.93,77.07
10/30/15,4218.84,1934.57,4164.49,2535.34,4702.37,915.1,8457.16,6147.66,7970.41,2770.93,3372.37,3467.69,70.55
10/31/15,3622.28,1727.83,4233.17,2927.39,7228.43,1019.07,7351.48,5297.88,7375.78,2126.85,3417.53,3479.15,69.13
11/1/15,4858.57,2329.62,3231.56,3612.86,5353.73,792.39,7488.83,6403.46,6000.61,1905.18,3831.77,3252.99,68.03
11/2/15,4369.6,1870.59,4085.6,2618.13,6155.69,837.28,6125.3,5979.67,6899.05,2336.71,3913.7,3990.71,71.76
11/3/15,4927.39,2115.86,3825.97,3017.57,5448.96,1001.27,6643.48,6109.97,6661.34,1786.54,3775.53,3644.72,67.35
11/4/15,4273.14,1603.47,3430.05,3119.27,7184.02,678.62,8279.6,6460.43,7918.61,2791.31,3651.17,3381.63,68.14
11/5/15,6696.16,2056.15,4675.35,2583.27,6564.7,1153.2,6161.31,4480.21,7628.08,2353.6,4118.07,3803.11,73.84
11/6/15,5451.74,2094.58,3697.71,2737.29,6369.59,753.64,9267.94,5998.51,7005.41,2665.8,3254.79,2286.18,79.03
11/7/15,5190.92,2145.54,4102.53,3022.24,6282.97,899.47,6150.83,5951.03,8767.26,2009.45,2815.71,3886.95,76.03
11/8/15,6449.27,2305.78,4320.9,2692.6,6363.72,604.58,7067.99,6776.44,6727.44,2130.71,4242.82,2426.02,72.84
11/9/15,5843.63,2037.06,3074.76,3041.04,5704.88,771.7,8808.57,6540.26,9146,3101.16,2885.82,3653.58,70.48
11/10/15,5826.67,1857.33,5272.47,2611.34,6547.42,965.49,7373.77,4873.69,6646.81,2529.17,3202.02,4091.44,72.93
11/11/15,7694.48,1918.39,3175.41,3046.55,4440.02,827.93,7974.75,6617.41,5439.1,3242.18,4573.38,3890.27,80.73
11/12/15,6250.58,1210.97,4552.69,2538.38,5909.35,815.62,5924.32,7933.08,9158.73,2364.61,3187.79,4352.81,72.61
11/13/15,8600.39,2728.85,3677.91,2985.33,5720.98,930.04,6304.82,6362.95,6866.36,1957.55,3879.79,2930.83,79.68
11/14/15,5470.67,1612.56,3871.66,3297.61,4974.09,777.5,7003.02,7538.42,7381.16,3417.86,3137.05,3692.97,72.08
11/15/15,7065.25,1807.1,4972.85,3329.75,5391.24,888.93,5998.36,4571.51,7862.98,1987.42,3627.84,3844.04,75.46
11/16/15,5941.91,2232.83,3939.68,3180.88,5431.52,908.96,7472.26,5373.78,6846.51,1825.3,3515.32,3293.77,73.84
11/17/15,4860.24,1923.61,4368.97,2640.43,5651.56,1027.65,6450.57,6484.61,8502.29,2550.95,3019.94,4065.85,70.25
11/18/15,4986.82,2326.98,4500.27,2619.11,5923.51,836.95,7606.72,5917.29,5417.27,2775.01,4354,3443.07,71.96
11/19/15,2445.91,1913.13,4582.9,2541.33,5257.77,713.34,7031.21,7321.6,5826.12,2994.54,3570.53,3414.39,59.97
11/20/15,4065.94,1854.51,4803.39,2752.36,6705.77,965.18,6754.51,4716.33,7607.43,2946.41,3545.35,4415.9,70
11/21/15,3826.87,2294.44,4193.97,3366.21,5271.72,882.63,9270.57,6337.83,6329.49,2797.32,3953.3,3453.4,63.44
11/22/15,4674.58,1489.18,4363.77,2894.05,6297.46,840.8,8311.66,5433.82,8876.22,3045.99,2574.89,4152.16,73.5
11/23/15,5133.2,1847.54,4591.89,2996.42,6862.66,672.56,6908.63,6038.54,7952.01,2512.48,3456.4,2726.82,76.49
11/24/15,3774.48,2419.76,4291.04,3185.69,4255.09,876.89,6131.52,7436.09,6133.87,2571.25,3899.95,3577.55,70.38
11/25/15,4758.01,1756.61,4558.06,2539.54,4837.92,1135.32,6560.79,5224.26,7549.17,2177.95,3385.55,3400.57,69.8
11/26/15,4680.27,1932.71,4028.61,3218.84,5226.54,696.73,8213.35,4069.09,8424.84,2858.02,3225,3924.64,71.7
11/27/15,8745.99,1494.81,4113.5,2493.38,6662.34,811.49,7641.21,7258.25,8458.75,2906.24,3018.57,3930.03,82.99
11/28/15,9941.56,2482.9,5208.51,3742.91,6849.62,955.44,6205.73,6075.25,7099.51,2055.03,4174.63,2709.59,83.64
11/29/15,7887.2,1561.21,3133.12,3125.38,5681.26,698.87,6841.56,5932.07,7095.42,2818.77,3746.65,3727.74,84.29
11/30/15,10238.24,2045.04,4478.04,2924.11,6478.18,935.76,5914.61,6137.02,8802.07,2512.06,3477.79,4589.99,88.61
12/1/15,11279.02,2209.21,3917.4,4042.29,5061.01,842.4,9418.29,5871.84,8903.18,3030.63,4142.36,2980.87,84.08
12/2/15,8566.8,1806.06,3334.63,2461.09,6547.42,704.58,7137.66,6517.64,8281.99,2683.92,2751.71,3902.85,86.45
12/3/15,7952.2,2310.66,4531.95,2302.14,6310.18,1028.17,6951.25,5324.13,8304.76,2454.95,3702.77,3143.13,82.21
12/4/15,5771.34,1605.63,4110.97,3068.57,5591.12,932.28,8314.2,5960.55,8695.33,2651.28,3970.44,3238.51,77.67
12/5/15,4605.56,1762.51,4928.87,2986.4,7011.36,1227.92,7199.61,5655.69,8238.03,2710.1,3268.17,2886.42,70.02
12/6/15,4767.32,2173.9,2966.31,3861.76,6338.8,837.34,8275.4,5983.69,5807.98,2627.34,3747.58,2175.16,69.3
12/7/15,4192.99,2110.68,2659.08,3589.09,5024.59,1170.75,8483.47,5577.35,7815.09,2655.07,3060.51,3761.05,66.97
12/8/15,5390.48,2422.93,4773.96,2528.57,7652.19,936.57,7950.66,5184.54,8002.62,1933.84,4470.76,2977.89,69.61
12/9/15,4349.9,1637.9,4276.13,2985.68,5324.9,911.36,9695.16,7175.42,8870.68,3103.8,4006.75,3600.81,70.37
12/10/15,3646.79,2045.37,4950.71,2810.55,8237.48,978.3,7197.89,4212.7,8863.85,2186.62,3777.19,3094.84,66.25
12/11/15,5253.97,2127.28,2647.22,3199.04,5782.02,802.02,8963.38,5434.36,6412.08,2762.76,4464,2489.67,75.88
12/12/15,3603.98,1850.62,3768.05,2783.18,6290.44,891.28,7785.76,7001.81,9616.94,2871.98,3175.41,3350.39,67.04
12/13/15,5263.24,2364.13,5144.55,2296.44,7279.06,876.28,8632.58,3483.75,5179.82,2016.53,3946.82,2860.36,72.62
12/14/15,4034.97,1663.7,3409.44,3189.27,5847.36,849.5,7707.52,6779.68,8349.37,2788.57,3579.55,3346.07,65.28
12/15/15,4633.03,2290.65,4202.89,2817.56,5933.9,1005.93,6280.82,4599.8,6136.15,2721.66,3378.92,3419.44,67.29
12/16/15,4438.61,1801.5,3912.96,3558.19,5896.32,1011.73,7738.07,5460.5,7295.93,2910.82,4095.39,3217.61,68.23
12/17/15,4143.5,1462.24,3181.85,3063.94,5833.44,971.99,7533.62,6702.39,7917.25,2745.43,2622.77,3673.41,72.45
12/18/15,6344.95,1577.79,5001.27,2555.78,6912.07,981.51,6701.52,5986.47,6353.93,2201.39,3909.66,3096.81,79.83
12/19/15,5101.9,1508.81,4042.27,3645.56,3451.81,784.38,8535.85,7608.36,6719.16,2287.15,3576.83,3545.86,70.6
12/20/15,6764.05,1606.41,4990.77,3597.08,5983.9,990.38,8608.98,6011.12,5805.91,2442.98,2960.95,4100.43,76.68
12/21/15,5535.27,1924.28,3148.93,3945.45,5959.34,843.82,7642.43,6553.99,6558.09,2456.45,3164.54,3662.91,78.48
12/22/15,5896.69,2159.7,4587.5,2926.14,7108.53,1000.46,6815.63,6132.92,9594.06,3036.52,3827.41,4064.67,75.06
12/23/15,8266.25,2408.75,4291.26,3461.14,6179.55,924.88,8602.45,4902.95,7510.6,2735.23,4040.82,4034.56,83.8
12/24/15,3398.36,1391,3710.18,3303.64,4824.89,835.44,9189.99,6693.54,7526.45,2275.95,3311.35,2777.59,66.43
12/25/15,5620.01,2369.87,5052.42,3249.76,5364.5,1062.78,8072.36,4188.09,9114.11,2215.19,3305.74,4657.66,72.58
12/26/15,5265.13,1984.93,4017.31,4287.01,4195.96,1068.85,8479.26,5558.21,6702.76,2927.95,3802.09,4050.07,71.39
12/27/15,4241.55,1692.86,2487.5,3221.08,5182.98,972.75,8777.1,7283.9,7035.38,2580.29,3333.48,4433.5,71.08
12/28/15,5584.68,2298.55,3879.49,2655.69,5589.64,782.76,7522.13,4349.38,6344.44,1962.01,3472.54,3190.9,77.3
12/29/15,3657.37,1898.6,3915.25,3634.98,6612.44,890.93,7349.67,4117.63,7524.03,3032.22,3546.82,3212.67,69.19
12/30/15,5543.56,2086.42,4121.39,2354.78,5916.01,878.89,6788.46,4762.39,7533.15,2597.78,3380.75,3249.53,73.09
12/31/15,4895.06,2156.45,3716.5,3203.46,3819.03,740.38,9738.25,4430.97,8185.3,2436.28,3601.38,2623.77,70
1/1/16,4281.52,1732.18,4260.42,2764.29,6765.65,788.01,8559.43,8105.14,7542.61,2840.09,3147.54,4091.57,66.11
1/2/16,4522.47,2474.27,3576.66,3162.62,7581.56,758.78,7359.8,5244.85,7516.28,2019.41,3970.77,3612.92,66.79
1/3/16,4417.16,1547.47,2982.81,3462.91,5838.42,829.69,6886.35,5239.5,6840.8,3278.7,4254.01,2219.72,71.6
1/4/16,4762.98,1919.78,4160.86,2788.01,8446.26,1068.93,7481.73,5443.86,6458.98,2396.34,3586.22,4343.58,71.57
1/5/16,5602.22,2581.46,4209.86,3861.93,5908.65,934.76,7082.77,4574.33,6989.64,3324.26,3650.84,2818.61,74.03
1/6/16,4733,1780.01,3585.22,3239.77,5107.79,847.47,8700.05,8190.04,8928.3,2281.35,3480.68,3784.79,75.91
1/7/16,4135.95,2062.68,4998.16,3170.09,6381.01,756.49,6992.14,5602.55,6543.28,1970.43,4467.29,3385.57,73.57
1/8/16,3058.72,1981.61,4723.22,3169.89,4317.66,754.65,8671.28,5599.62,7169.92,2911.55,4190.3,3322.43,64.26
1/9/16,5118.53,2346.44,5467.63,2654.56,7267.85,1020.62,5519.16,5348.92,6778.4,2319.77,3277.21,3776.68,69.17
1/10/16,4653.62,2602.72,4589.56,2197.24,5794.3,730.24,5763.94,5324.01,5694.13,2355.09,4623.7,3516.37,71.2
1/11/16,5099.97,1759.29,4117.4,3041.4,5742.72,931.34,7728.86,6060.26,8087.05,3492.41,3816.61,3719.03,73.62
1/12/16,5134.32,2081.14,5088.06,3102.94,6264.85,849.44,6993,4899.37,5936.57,2448.93,4032.18,3783.59,76.28
1/13/16,3602.77,1348.74,4123.69,2840.58,5021.81,665.5,8365.04,5974.06,7782.99,2455.18,4306.36,3927.6,68.92
1/14/16,4770.34,1468,4485.11,3661.9,7050.51,727.77,6034.07,5657.63,9185.75,2284.56,3038.37,3720.5,69.2
1/15/16,4943.79,2213.21,4049.72,3287.37,5732.67,1028.75,8508.37,4863.38,6188.41,2782.29,4160.02,3027.66,74.78
1/16/16,3752.23,1564.61,3386.68,3165.52,6559.87,1007.26,9356.1,6530.19,9179.26,2524.48,3554.19,3814.77,67.14
1/17/16,5264.82,2226.74,4973.49,3105.03,7529.54,677.06,6938.94,5302.02,6666.32,2811.83,3512.69,3343.79,74.51
1/18/16,3954.16,1831.37,3387.14,3640.16,6276.63,844.53,10161.35,4812.45,8011.16,2619.99,3663.11,2775.51,70.9
1/19/16,3358.35,2410.65,3296.69,2737.37,5539.55,682.26,6607.27,6339.93,6076.21,2484.5,3662.02,3157.09,67.33
1/20/16,4679.47,2648.63,3850.22,3126.43,4932.83,829.11,6238.59,5561.55,6729.62,2432.78,4436.89,3682.19,71.8
1/21/16,4298.06,1881.43,3611.91,2565.68,4602.43,830.94,6793.29,7285.17,9149.45,2256.28,3595.5,3274.63,74.17
1/22/16,5361.58,2368.51,3685.48,3449.47,6380.36,846.8,6849.18,5757.31,6515.9,1934.53,3940.04,3243.67,71.64
1/23/16,4062.68,1968.59,3293.35,2921.81,5079.72,873.06,8626.39,6760.49,5965.84,3252.71,3968.04,3019.51,71
1/24/16,5309.14,2218.11,4133.9,3137.87,5488.81,1024.5,6348.86,3849.04,5805.85,2220.59,2348.24,3606.03,77.4
1/25/16,5534.74,2094.46,2896.78,2780.31,5562.12,682.55,8218.48,5172.81,7017.91,2413.72,4057.32,3798.97,78.83
1/26/16,3819.76,1731.3,3501.39,3042.14,4302.85,887.52,7903.7,6448.7,8492.98,2582.93,2413.61,3612.56,67.37
1/27/16,4818.69,2443.45,4018.44,2877.01,6318.46,773.55,6260.94,5785.38,7399.05,2726.15,4251.34,2609.02,76.69
1/28/16,3619.7,1622.02,3822.55,3005.55,5551.02,712.56,8341.36,5498,7377.72,3299.2,3189.99,3860.78,70.92
1/29/16,4135.73,1849.15,4257.18,3596.73,7320.09,885.4,6085.13,5343.86,7716.14,2287.63,2462.24,4458.79,66.11
1/30/16,5197.52,2234.94,4105.64,3565.1,6803.63,760.69,9836.23,4726.74,5701.21,2135.18,3845.68,3029.62,73.16
1/31/16,4052.84,1890.54,3583.01,2661.55,4975.81,954.21,7044.98,6361.95,9174.36,2469.95,3092.38,4027.58,73.06
2/1/16,4906.26,1712.12,4265.44,2873.8,5864.13,821.89,7181.11,5290.35,7543.13,2097.02,3524.53,2647.12,76.8
2/2/16,4227.64,1647.68,4075.22,3914.37,5512.69,742.95,6789.15,7133.58,6375.11,4121.64,4271.07,3677.81,69.2
2/3/16,4933.47,2089.66,4917.51,3089.69,6460.54,1062.48,6120.39,6203.82,8753.14,1962.76,3328.76,4343.75,74.54
2/4/16,5327.98,2439.64,3619.82,3241.46,5573.15,928.93,7533.49,6607.01,6475.75,2479.12,4165.9,2537.81,73.34
2/5/16,4475.38,1961.22,3724.07,2865,5355.61,1313.53,8663.41,6128.24,8540.38,2951.86,3450.7,4298.33,71.61
2/6/16,4896.02,1902.17,5490.06,2266.89,6360.01,849.41,7180.56,4901.57,8330.83,2469.87,3626.85,3868.35,70.98
2/7/16,3948.54,1899.89,4087.79,4192.03,6712.42,997.13,7924.27,7092.21,6852.98,2669.77,3630.49,2591.81,66.67
2/8/16,4680.78,2289.22,3812.18,2821.07,7771.04,813.96,6763.41,5354.75,8906.91,2283.29,3325.55,4360.3,67.15
2/9/16,5404.29,2622.34,3499.16,3061.4,5797.88,969.27,8978.31,4992.99,7078.75,2319.3,3589.62,3714.66,77.31
2/10/16,3763.23,1935.21,4637.49,2033.51,5028.94,991.58,7946.96,7834.86,8222.92,3154.24,3518.31,3903.01,67.4
2/11/16,5350.76,2544.47,3763.79,2666.9,7903.45,979.39,5456.93,6365.37,7309.21,2242.45,3861.54,3207.68,73.25
2/12/16,4455.66,1618.76,3613.99,3731.55,6589.42,686.41,9104.52,5862.32,5853.16,3049.4,4755.07,2746.13,73.32
2/13/16,4272.83,1791.53,4700.19,2670.43,7223.08,1151.78,8643.57,4235.37,7591.32,3187.52,3357.65,4326.36,71.71
2/14/16,5124.39,2078.17,4880.6,3632.48,5712.3,704.07,8454.08,6291.84,6303.35,2057.81,3423.82,3165.42,71.9
2/15/16,3167.13,2047.06,3699.02,2982.77,5165.58,802.59,6488.32,5863.14,7342.46,3072.02,4074.96,4129.52,66.94
2/16/16,5531.74,2130.9,5000.57,2573.01,5445.95,846.5,7195.15,6385.52,6369.69,2511.92,4064.91,3462.44,71.14
2/17/16,5106.87,2109.17,3483.9,3595.22,5497.8,956.05,8474.61,6470.77,6897.45,3139.24,3811.05,3944,68.45
2/18/16,5100.15,2052.45,4369.11,3096.15,7010.43,868.21,6323.07,6310.35,7200.47,2058.43,2736.12,4501.62,76.16
2/19/16,4929.72,1956.8,4056.75,3728.03,5888.86,858.17,8159.68,6904.45,6265.74,2226.18,3976.84,3054.96,75.45
2/20/16,3702.3,2051.9,3963.06,3329.63,6222.27,945.39,7537.88,7169.8,7788.8,3034.9,3070.17,3789,66.57
2/21/16,6171.43,2444.63,5094.38,2691.03,7253.46,985.65,8068.68,6222.25,7241.64,2300.19,3019.99,3236.08,80.25
2/22/16,4246.07,1936.58,4628.04,3263.13,5240.45,710.56,7889.28,5454.59,6634.84,3073.52,3958.67,3207.27,65.76
2/23/16,3433.56,1898.86,5494.99,2434.14,6224.8,1150.84,6996.91,4455.33,8341.34,2611.47,3948.03,3738.62,64.1
2/24/16,6124.55,2564.62,3714.95,3439.16,5114.29,598.11,7454.48,5588.15,6596.21,2504.42,4257.65,3406.59,75.71
2/25/16,5738.14,1503.12,4089.75,2786.16,4501.34,830.63,9104.26,7836.47,8756.6,3341.01,3743.73,4585.47,79.39
2/26/16,5348.31,2303.09,5164.2,3264.39,5146.37,909.98,7252.14,5137.5,8398.56,2805.53,3647.33,3404.06,74.65
2/27/16,4412.42,2174.78,3833.11,3149.6,5435.42,723.47,8904.28,7125.03,6362.33,2956.8,3817.63,3042,72.15
2/28/16,2442,1293.26,4377.84,2316.79,7849.22,955.7,5941.05,6395.22,7603.32,2720.74,3000.7,3365.83,56.62
2/29/16,5788.31,1728.47,3496.07,3265.11,4781.66,858.62,7604.48,5310.44,8279.71,2563.94,4258.99,3680.28,79.15
3/1/16,3793.23,1422.6,3623.4,2511.07,5908.54,948.24,7994.46,6753.49,8465.48,2647.79,2645.39,4538.62,72.48
3/2/16,5762.76,2129.39,5728.77,2383.42,5970.19,1033.33,5779.28,4715.52,6961.4,2610.14,3162.51,3953.19,71.1
3/3/16,4024.87,1701.27,4459.19,2784.44,5290.85,589.02,9821.07,6708.71,6235.32,2696.21,4969.43,3643.75,66.85
3/4/16,4117.3,1687.19,5308.8,2925.47,7039.58,1092.63,5857.5,6054.73,9343.83,2483.15,2901.64,4334.97,64.77
3/5/16,5606.53,2300.78,4024.22,3199.65,5131.01,857.63,6497.43,4681.76,4732.49,2550.52,4036.79,3358.89,71.33
3/6/16,4088.8,1924.8,3315.39,3360.03,4969.52,695.1,7817.54,6822.89,7684.38,3091.9,3401.27,4185.84,72.51
3/7/16,4309.54,2055.26,4374.71,2821.26,7145.12,1131.03,6730.83,6169.45,8014.17,2358.12,3177.45,3400.12,69.19
3/8/16,3663.93,1516.79,3595.42,3670.29,4928.75,864.43,8717.36,5013.64,7405.12,3228.56,4339.71,3215.93,64.22
3/9/16,4172.17,2429.53,4867.5,2658.26,6208.77,789.95,7247.3,6348.88,9526.52,2584.2,3338.33,4168.65,72.15
3/10/16,5738.72,1864.2,4788.12,3282.11,4383.68,577.28,9074.56,5609.82,7021.9,2390.05,4003.58,3463.57,77.71
3/11/16,5335.59,1806.76,3142.69,3020.4,6350.07,554.7,7355.39,6124.63,8558.09,3003.12,3021.22,3971.21,76.9
3/12/16,4300.17,2797.96,4407.53,2838.29,7708.43,826.2,8541.76,5734.51,7481.71,2013.51,3225.31,3963.46,66.72
3/13/16,4643.54,2006.59,4250.07,3327.76,5977.18,648.61,10192.9,6346.68,7215.74,3233.13,4120.48,2834.12,75.42
3/14/16,3478.1,2046.98,4220.01,2969.28,6408.39,1002.56,5692.08,6477.74,7029.03,2664.87,3380.66,3487.38,68.19
3/15/16,5485.24,2418,5016.59,3214.7,6148.27,1004.14,6270.81,4784.05,8765.63,2740.48,3967.69,3614.8,73.88
3/16/16,4899.44,1835.16,2850.46,2791.1,6577.9,1020.4,9244.98,6645.69,8824.12,1998.56,2246.56,4230.12,71.88
3/17/16,4304.35,2645.04,4386.05,2958.33,6208.24,984.76,8158.9,3377.93,7181.77,1537.36,3332.22,3273.03,70.69
3/18/16,4700.99,2091.85,4496.47,3534.59,6484.99,924.59,8554.51,7812.83,5939.69,2741.15,3092.35,4096.46,74.89
3/19/16,4463.64,1726.82,4195.1,2204.07,7007.18,853.04,7519.51,6392.78,9630.2,2433.93,3208.28,3401.3,70.47
3/20/16,5155.85,2245.75,3615.64,3742.78,4967.93,1024.04,8021.66,5452.89,6684.13,2337.46,4287.25,2791.2,70.99
3/21/16,3634.69,1843.97,3377.9,2950.98,5490.4,647.55,9369.27,6742.46,7331.99,2960.06,3836.39,3894.31,70.47
3/22/16,4790.08,1996.63,4108.4,3248.43,6939.38,961.74,9104.96,6080.94,7567.01,2792.2,3669.27,2873.45,74.74
3/23/16,4496.21,1516.21,3324.46,3001.56,6980.4,778.37,8532.45,7312.66,7026.25,3436.22,3770.52,2686.26,72.56
3/24/16,4069.46,2078.07,4525.97,2715.09,7394.16,1010.23,5508.85,5217.64,7336.52,2720.46,4219.76,4114.4,70.94
3/25/16,5509.92,2387.35,5354.56,3584.36,5880.32,818.37,7994.12,5598.41,4793.94,2702.28,3743.9,3990.69,70.32
3/26/16,2786.41,1914.65,4313.61,2634.15,5204.66,824.5,8457.6,6706.01,7653.43,3192.36,3235.56,3704.28,65.37
3/27/16,4808.05,2306.02,5092.04,2916.15,6240.9,1146.83,7316.91,4880.61,6210.62,2400.22,3380.55,3589.33,67.35
3/28/16,5707.3,2075.61,4491.96,3269.64,6301.76,913.66,7253.11,5906.23,6893.77,3144.59,3966.33,2492.7,73
3/29/16,3286.67,1526.54,4548.84,3278.2,8364.62,924.4,5367.54,6555.95,6947.82,2028.67,3022.46,4615.28,67.09
3/30/16,4499.3,2215.85,4563.74,3791.84,5854.84,844.23,6688.35,5849.56,6855.83,2109.12,4367.47,2346.44,75.09
3/31/16,4330.46,2013.47,3572.43,2890.12,5049.81,961.89,8734.55,7429.11,6458.68,2948.31,3197.92,3571.84,68.29
4/1/16,4727.53,2270.03,4000.95,3025.8,6922.63,826.42,8095.55,5473.31,6783.54,2479.54,3469.75,3464.64,70.04
4/2/16,3321.78,1803.81,4058.98,3688.87,4625.45,809.52,7579.04,5907.3,6191.04,3007.83,3682.63,3476.8,65.3
4/3/16,3705.67,2049.85,3596.56,2870.76,7739.28,1107.45,7931.05,7729.47,7444.41,2473.03,2715.15,4408.09,62.89
4/4/16,5561.4,2621.52,4821.66,3622.31,6249.51,770.3,6159.3,5576.55,6843.61,2805.58,3186.47,3193.38,71.5
4/5/16,4336.05,1791.35,3524.87,2602.53,5980.8,916.96,10425.84,6078.65,8209.13,3713.71,2512.54,3943.75,72.96
4/6/16,5801.79,1792.45,4005.67,2678.88,7507.18,876.44,6794.12,4785.99,7316.12,1963.01,3132.79,3906.95,76.92
4/7/16,3311.66,2245.82,3648.07,2887.19,5387.02,899.06,7852.34,6086.11,6658.41,2934.05,4672.32,3268.46,68.5
4/8/16,4451.79,1586.8,4380.7,2580.31,6114.29,827.7,6343.6,7284.91,8291.89,3024.5,2566.02,3091.63,68.34
4/9/16,5237.57,2830.28,3943.62,3880.99,5992.92,1204.53,6054.03,6160.07,6337.46,2587.72,3795.8,2895.42,74.46
4/10/16,4269.22,2148.51,3503.53,3082.3,5986.57,829.89,8698.82,5887.81,8537.48,2973.69,2920.3,3858.74,71.66
4/11/16,4948.1,1992.71,4368.83,2928.05,8242.6,820.24,6766.38,5784.25,8659.91,2421.55,2873.45,2693.37,76.26
4/12/16,4061.52,1766.8,3395.39,3394.4,6797.08,876.56,9954.69,4816.43,6405.17,2582.55,4181.22,3913.61,64.85
4/13/16,4570.34,1996.78,4690.33,3466.28,6033.78,1243.16,7492.93,5882.65,8073.47,2065.54,3299.53,3677.25,72.92
4/14/16,4758.45,2317.56,5148.47,3620.27,4862.35,787.87,7410.07,4462,5856.72,1952.66,3968.56,3298.49,67.92
4/15/16,3409.05,2230.42,4382.47,3151.89,5229.09,902.43,9345.46,5575.57,6656.35,3112.59,3542.99,4411.18,66.13
4/16/16,5069.07,2182.76,4660.61,2445.65,8868.78,983.25,6301.26,5561.82,6345.83,2586.82,2973.32,2939.6,69.53
4/17/16,3257.64,1794.99,3438.79,3392.24,4066.31,891.63,9282.86,5700.5,5403.67,2991.74,4634.74,3455.31,69.23
4/18/16,4242.8,1325.8,5151.58,2479.36,7830.4,1182.91,6520.63,6801.95,6776.82,2723.58,3198.3,4627.43,71.78
4/19/16,5198.82,1323.33,5248.93,3601.06,5412.81,886.77,7248.91,3940.14,7443.27,2547.92,4504.4,3990.85,76.22
4/20/16,4524.48,1840.4,4634.61,2850.28,5683.84,825.95,7280.14,6921.91,8652.53,2870.98,2729.95,3043.75,73.01
